stars,text
5, Τελειο 
4, Καλή σχέση τιμής και ποιότητας. 
5, Πολύ καλή στην κατηγορία της! 
5, Πολύ καλή σε εικόνα και σε σχέση τιμής 
5, Άψογη 
4, ΑΞΙΟΛΟΓΗ 
5, 5 Αστέρια 
5, Ααα 
5, Τέλειο 
4, Πολύ καλή σχέση τιμής- απόδοσης 
5, Καλή σχέση τιμής-απόδοσης! 
5, Πολύ καλή για τα χρήματα που έδωσα .....μια χαρά 
4, Πολυ καλη για τα λεφτά της αν και θα ήθελα καλύτερη ποιους στα ηχεία γιατι υστερούν σε ποιοτιτα αρκετα 
3, Βάζω μόνο 3 αστέρια γιατί δεν υποστηρίζει format ταινιών .wmv ή .avi με αποτέλεσμα να περιορίζονται πάρα πολύ οι επιλογές μου. 
3, πολυ καλη εικονα αλλα μυριζει το πλαστικο κατασκευης της 
5, Μια χαρά tv για τα λεφτά της. 
5," Είμαι πολύ ευχαριστημένος με την τηλεόραση, άψογη. "
5," Για κάποιον που δεν θέλει smart tv, ειναι μια χαρά, αξιόπιστη τηλεόραση. Την προτείνω "
5, Καλή επιλογή! 
5, Πολύ ικανοποιητική σχέση ποιότητας τιμής 
5, Πολύ ωραία τηλεόραση με ωραία χρώματα και ήχο 
5, Πολύ καλή 
5, Π 
5, αριστο !!!!!!!!!!!!!! 
5, Αρκετα καλη με αυτα τα λεφτα. Μην το σκεφτεστε 
3, 3 
4," Πολύ καλή εικόνα ο ήχος ακούγεται χωρίς μπάσα, κατά τα άλλα καλή επιλογή. "
5," Ωραία χρώματα, καθαρή εικόνα, πανεύκολο μενού. "
5, Άριστο servis 
5," Πολυ καλη,ευκαιρια!!!! "
5, Άριστη 
3, Value for money 
5, Πολυ καλη αγορα!!!!!! 
5," Πολύ καλή οθόνη, ήχος και πανεύκολος προγραμματισμός. Είναι το δεύτερο F&U τηλεόραση που αγοράζω και είμαι ευχαριστημένος. Το συνιστώ. "
3, επειδη ότι δίνεις παίρνεις για την τιμή αγοράς της μπορώ να πω ότι είμαι ευχαριστημένη το μόνο που βλέπω σαν μειονέκτημα στην αλλαγή από το ένα κανάλι στο άλλο δεν πιάνει με την πρώτη την αλλαγή παρόλο που εμφανίζει επάνω αριστερά το κανάλι που επιλέγω 
5, Καλή τιμή 
5, Τελεια 
1, Η τηλεόραση έχει πρόβλημα στο tuner . Αρχικός συντονισμός έγινε με κεντρική κεραία και στην συνέχεια στην τελική της θέση με κεραία matel ανακάλυψα ότι στα κρατικά κανάλια δεν έχει καθόλου σήμα όταν στην digea έχει σήμα και ποιότητα 100 και 85 % .Στο μεταξύ έχει περάσει το δικαίωμα επιστροφής (10 ημέρες από την παραλαβή ) και τώρα αναμένω τον ...Διαβάστε Περισσότερατεχνικό..Δυστυχώς για μένα η τηλεόραση είναι για πέταμα και ούτε για ένα αστέρι δεν είναι.. Διαβάστε Λιγότερα
5," Καλή και καθαρή εικόνα, προσιτή τιμή "
5, Πολύ καλή για τα χρήματα της. 
5, Στα 159€ 32αρα full HD TV απλά είναι άψογη. 
5, ! 
4, Έχει ωραία χρώματα και ήχο. Οι υπότιτλοι στις ταινίες από στικάκι δεν είναι σε ωραία θέση και μέγεθος. 
4, Poli kali gia ta leytatis 
2, Μέτρια 
3," Εύκολο μενού αλλά ακριβώς ίδιο με αυτό των Turbo-X, όπως ακριβώς και η ποιότητα κατασκευής της. Μυρίζει έντονα πλαστικό για πολύ μεγάλο διάστημα μετά την αγορά της. "
5, Πολύ καλή με άμεση ανταπόκριση στο ίντερνετ. Απαραίτητη η χρήση εφαρμογής LG plus σε smartphone ως magic control! 
2," Κακής ποιότητας panel , με εντονο bleeding (διαρροη φωτος του οπισιθου φωτισμου) σε διαφορα σημεια της οθονης, ιδιαιτερως εμφανο σε σκοτεινο περιβαλλον και σκοτεινες σκηνες "
5, 4 αστέρια γιατί δεν έχει έξοδο ακουστικών παρά μόνο optical audio out και ο ήχος από τα ηχεία της tv δεν είναι ικανοποιητικός αλλά με ρυθμιση φτιάχνει αρκετά Αρκετά Καλή εικόνα ΜΕ ρύθμιση όμως . Σε γενικές γραμμές σχεδόν άψογη 
3," ΚΑΛΟ ΠΡΟΙΟΝ, ΕΞΑΙΡΕΤΙΚΑ ΠΕΡΙΠΛΟΚΟ ΤΟ ΣΕΤΑΡΙΣΜΑ ΤΗΣ ΟΘΟΝΗΣ ΚΑΙ ΕΛΛΕΙΠΕΙΣ ΟΙ ΟΔΗΓΙΕΣ ΧΡΗΣΗΣ ΓΙΑ ΤΟ ΘΕΜΑ. "
5, Το μονιτορ ειναι πολυ καλο κατορθωσα να κανω update το Youtube παρακαλω πεστε μου πως θα κανω update τα αλλα που γινονται χωρις  να σβηστει το λογισμικο. 
5, Την έχω περίπου ένα μήνα και μέχρι στιγμής είμαι πολύ ευχαριστημένη. Σεταρίστηκε πολύ εύκολα και έχει ωραία εικόνα (επέλεξα το πρότυπο ως ρύθμιση εικόνας) και καλό ήχο. Δεν την έχω δοκιμάσει ως μόνιτορ σε Η/Υ. Ως smart TV έχει σελιδοδείκτες με τις πιο δημοφιλείς εφαρμογές για ταινίες και μουσική & πρόγραμμα περιήγησης που δεν έχω όμως χρησιμοπ...Διαβάστε Περισσότεραοιήσει. Διαβάστε Λιγότερα
5, Καλή σχέση τιμής-απόδοσης 
5, ΠΟΛΥ ΚΑΛΗ 
5, 5 
5," Πολύ ευχαριστημένος, αξίζει τα λεφτά της με το παραπάνω "
5, top 
5, Πολύ καλή ποιότητα εικόνας και ήχου 
5, Όλα ήταν ΟΚ και η τηλεόραση πολύ καλή. 
4, Καλή και τίμια αγορά. Τυπική Samsung 
5, Πολύ καλό προϊόν! Είναι η δεύτερη συσκευή που αγοράζω! 
4, Εικόνα πολύ καλή και ως tv και ως Monitor. Ο ήχος 3/5. 
5, ΤΕΛΕΙΟ!!! 
4," Πολύ καλή ποιότητα εικόνας για τηλεόραση που δεν είναι full hd. Ο ήχος έχει τα θεματάκια του, αλλά στις low cost τηλεοράσεις δεν βρίσκεις εύκολα καλή ποιότητα ήχου. Ευχάριστη πλοήγηση στις smart εφαρμογές και netflix ready. Το browsing στο διαδίκτυο, όμως, δεν είναι καλό. Γενικά έχω μείνει πολύ ευχαριστημένος. "
4, Αρκετά καλό 
3, Για τα λεφτά της είναι τιμιότατη. Αρνητικά τα κολλήματα που τρώει πολλές φορές και το αργό μενού. 
3, θα ήθελα καλύτερη ανάλυση. 
2, Η ΤΗΛΕΟΡΑΣΗ ΓΙΑ ΤΑ ΛΕΦΤΑ ΠΟΥ ΕΧΕΙ ΔΕΝ ΑΞΙΖΕΙ. ΕΙΚΟΝΑ ΜΕΤΡΙΑ.ΤΟ ΜΟΝΟ ΠΟΥ ΑΞΙΖΕΙ ΕΙΝΑΙ Ο ΗΧΟΣ ΤΗΣ. ΜΕ ΤΟ ΠΟΥ ΤΗΝ ΑΝΑΒΕΙΣ ΓΙΑ ΝΑ ΑΛΑΞΕΙΣ ΚΑΝΑΛΙ ΚΑΙ ΝΑ ΜΠΟΡΕΙ ΝΑ ΔΟΥΛΕΨΕΙ ΘΕΛΕΙ 2 ΛΕΠΤΑ. ΑΝΑΒΑΘΜΙΣΗ ΜΕΣΩ ΙΝΤΕΡΝΕΤ ΔΕΝ ΕΧΕΙ.ΣΟΥ ΖΗΤΑΕΙ ΣΤΙΚΑΚΙ ΓΙΑ ΝΑ ΚΑΝΕΙ ΑΝΑΒΑΘΜΙΣΗ. ΥΠΑΡΧΟΥΝ ΠΟΛΥ ΚΑΛΗΤΕΡΕΣ ΜΕ ΛΙΓΟΤΕΡΑ ΛΕΦΤΑ ΟΠΩΣ Η JVC 
4, Καλή τηλεόραση για τα λεφτά του 
5, πολύ καλη ποιτητα. value for money αγορα 
5, teleiaa 
4, Τα εχει ολα απλα δεν μαρεσει που δεν μπορεις να κατευασεις εφαρμογες απο το playstore και εχεις να επιλεξεις σε περιορισμενες... το λειτουργικο δεν ειναι και πολυ καλο αλλα η ποιοτητα ηχου και εικονας σε συνδιασμο με τις δυνατοτητες μιας smart tv ειναι που το σωζει 
5, Πολύ καλή για την τιμή της 
5," μεχρι στιγμης πολυ ευχαριστημενος , ποιοτητα εικονας αριστη ,μεγεθος απιστευτο πολυ μαζεμενη.η μονη παρατηρηση για το μενου και την ρυθμιση ταξινομηση των καναλιων αρκετα δυσχρηστη αλλα ειναι λεπτομερεια δεν ενοχλει. "
5, Υπέροχα χρώματα και ήχος. Πολύ καλό value for money. 
3," Πολύ καλά χρώματα και κίνηση, δύσκολο menou και απιστευτη δυσκολία στήν αρχική σύνδεση στο internet ώστε να κάνεις αποδεκτους κάποιους όρους της philips, μετά από αυτό δεν είχε πλέον καμιά δυσκολία να ξανασυνδεθει στο internet. Aρχικα έπρεπε να κάνω hotspot το κινητό μου παρόλο που έδειχνε ότι είχε 100% σήμα από το οικιακο δίκτυο ητε wifi ητε ethe...Διαβάστε Περισσότεραrnet. Δεν τη λες και φτηνη......... Διαβάστε Λιγότερα"
2," Η οθόνη δεν έχει τόσο καλή ευκρίνεια στα συμβατικά κανάλια. Περίμενα καλύτερη οθόνη. Η εμφάνιση του επιλεγμένου καναλιού όταν γίνεται αλλαγή από το τηλεκοντρολ, θα έπρεπε να είναι πιο γρήγορη. Περιμένεις αρκετά να εμφανιστεί το επιλεγμένο κανάλι. Επίσης πολύ μικρά κουμπιά στο τηλεκοντρολ. "
5, ΠΟΛΥ ΚΑΛΗ ΣΑΝ ΤΗΛΕΟΡΑΣΗ. ΜΕΙΟΝΕΚΤΕΙ ΚΑΠΩΣ ΣΑΝ SMART TV ΕΠΕΙΔΗ ΔΕΝ ΠΑΙΖΕΙ ΚΑΠΟΙΑ VIDEO ΠΡΟΦΑΝΩΣ ΛΟΓΩ ΤΟΥ ΛΕΙΤΟΥΡΓΙΚΟΥ ΠΟΥ ΔΕΝ ΕΙΝΑΙ ANDROID ΑΛΛΑ ΣΥΜΒΑΤΟ. ΜΙΚΡΟ ΤΟ ΚΑΚΟ ΟΜΩΣ ΓΕΝΙΚΑ ΠΟΛΥ ΚΑΛΗ ΣΥΣΚΕΥΗ. 
5, Πολύ καλή η tv. Αξίζει. Έχει οτι περιμένεις από μια καλή smart tv. Πολύ καλή εικόνα και αξιόλογος ήχος. Και σε πολύ προσιτη τιμη. Ο ορισμός του value for money. 
1," 0000,μηδενική.. "
5, 5 
5," Καλή τηλεόραση, ως τώρα δεν είχα πρόβλημα. Εύκολη εγκατάσταση & πλοήγηση "
5," Με τρεις απλές λέξεις...  ""ΌΛΑ ΤΑ ΛΕΦΤΆ"" Σας ευχαριστώ! "
5, 5 
5, Για τα λεφτά του είναι πολύ καλή 
5, Πολύ καλή!!! 
5, Την έχω 2 μήνες και πραγματικά με έχει εντυπωσιάσει. Πολύ ζωντανά χρώματα και τέλειος ήχος ιδιαίτερα κατά τη προβολή ταινίας. 
5, Πολύ καλή εικόνα και ποιότητα προϊόντος.Ως smart tv δεν έχει δοκιμαστεί γιατί αγοράστηκε περισσότερο για κλασσική χρήση tv 
5, Πολυ καλή τηλεόραση για την τιμή της. 
5, Πολύ καλή τηλεόραση..αξιζει για τα χρήματα της 
5," Αγοράστηκε στα 269 ευρώ και σε αυτές τις διαστάσεις λόγω περιορισμένου χώρου.  Ελαφριά στο βάρος, κομψή εμφάνιση και σταθερή βάση. Ζωντανά χρώματα, εύκολο το μενού για αναζήτηση καναλιών. Συνδέθηκε κατευθείαν στο διαδίκτυο με το wifi.   Παίζει χωρίς πρόβλημα ταινίες mkv στα 1080p και με ξεχωριστούς υπότιτλους srt από το usb :) ...Διαβάστε Περισσότερα Ικανοποιητικός και ο ήχος. Made in Japan -αγοράστε με κλειστά μάτια. Διαβάστε Λιγότερα"
5, Ειναι σουπερ 
5, Τέλεια ποιότητα και αγορά εξίσου. 
5," Καταπληκτικη, αν θα μπορουσε καποιος να με καθοδηγησει πως να ενεργοποιησω και να χρησιμοποιησω τις δυνατοτητες που εχει θα ηταν σουπερ!!! Δυστυχως δεν εχετε φροντισει γι"" αυτο..... "
5, πολη καλη 
4, ++++ 
5, Πολύ καλή 
5, η ποιότητα της εικόνας είναι μεγάλη. 
4, Καλή 
4, ΑΡΚΕΤΑ ΚΑΛΗ 
4," Καλη TV για την τιμη της στις 39"" "
1, Δεν θα πω πολλά.... Γιατί αν κάτσω και γράψω δεν θα τελειώσω ούτε αύριο το πρωί.... Με λίγα λόγια...... Είστε απαράδεκτη 
5, Πολύ καλή επιλογή. 
5, Μια χαρά τηλεόραση σε πάρα πολύ καλή τιμή πολύ καλή εικόνα πολύ καλός ήχος ακριβώς ότι χρειάζεται μια καλή τηλεόραση 
4, Καλή εικόνα.Εύκολο μενού.Πλήρες τηλεχειριστήριο. 
4, Απλή και φθηνή επιλογή για κάποιον που θέλει μία τηλεόραση και μόνο 
5, Πολύ καλη εικόνα και ηχος τέλειος! 
1, . 
4," ΠΟΛΥ ΚΑΛΗ ΣΧΕΣΗ ΠΟΙΟΤΗΤΑΣ ΤΙΜΗΣ , Η ΑΝΑΛΥΣΗ ΛΙΓΟ ΜΑΣ ΤΑ ΧΑΛΑΕΙ ΑΛΛΑ ΕΙΝΑΙ ΚΑΛΗ "
5," Αν και την εχω λιγο καιρο ειναι αρκετα καλη τηλεοραση,το μονο παραπονο μου ειαι οτι περασαν 3 εβδομαδες να μου την φερει ο κοτσοβολος "
5, Polu kalh! 
5," Πολύ καλή επιλογή, ευκρίνεια, μεγάλη οθόνη!!!! Οι ταινίες σε HD φαίνονται απίστευτες!!!!! Πολύ καλή λύση και για smary tv!!! "
5, Πολυ καλή τηλεοραση best value for money 
4, Προσφατα αγορασα μια 48’ jvc την οποια ακομα δεν εχω λειτουργησει καθως ακομα δεν εχω το τηλεκοντρολ στα χερια μου. Το εχω αναφερει μεσω mail στο αρμοδιο τμημα μου ειπαν θα το στειλουν στο καταστημα αλλα ακομα δεν εχει ερθει. Κατα την παραλαβη της τηλεορασης κανεις δεν μου εκλεισε ραντεβου να την παραλαβω παραμονο δεκα λεπτα πριν ερθουν με πηραν κ...Διαβάστε Περισσότερααι μου ειπαν σε δεκα λεπτα θα σας παραδοσουμε την τηλεοραση.Δυστυχως η επικοινωνια με τα καταστηματα σας ειναι αδυνατη και το προγραμμα παραδοσεων σας απαραδεκτο. Περιμενω ακομα το τηλεκοντρολ. Οταν το παραλαβω θα μπορω να κανω και αξιολογηση την εικονα και τις λειτουργιες Διαβάστε Λιγότερα
3, Καλή Εικόνα & Ευκολο wi-fi ο Ήχος Πολύ Χάλια Συνέδεσα την Τηλεόραση με εξωτερικά Ηχεία 
5, Εξαιρετική 
5, Πολύ καλή για τα λεφτά της. 
4," Για κάτω από 300 ευρώ, άψογο. Καλή οθόνη, usb, δορυφορική, Ίντερνετ . "
4, Πολυ καλη εικονα 
5, ΠΟΛΥ ΚΑΛΗ ΤΗΛΕΟΡΑΣΗ 
5, Τέλειο!!! 
5, 5 
5, Ωραία εικόνα ωραία χρώματα φανταστική τηλεόραση 
5, Κομψη. Ευκολη στο να καταλαβεις τις λειτουργιες της. 
5, Η τηλεόραση είναι απλά καταπληκτική!! Φοβερή εικόνα και ήχο!!! Δεν υπάρχει!!! 
5, Εξαιρετική σε όλα. 
4, Πολυ καλη επιλογή. Κορυφαία στη κατηγορία της. 
5, Παρά πολύ δυνατό εργαλείο 
5, 👌 
4, Αρκετα καλη εικονα με καλο ηχο.Youtube και Netflix δουλευουν αψογα. Στην αρχη κολλησε 2 φορες στο standby.Δεν το ξαναεκανε... Τιμια αγορα... 
4, Αρκετά καλή τηλεόραση 
4," Η τηλεόραση διαθέτει αρκετά καλά χαρακτηριστικά, είναι 4Κ, smart, έχει άμεση σύνδεση με Netflix, Youtube, Internet, κ.ά. Η λειτουργία smart αρκετά καλή, η σύνδεση όμως στο internet είναι λίγο αργή. Η αρχική εγκατάσταση γινεται χωρίς δυσκολία. Διαθέτει πληθώρα επιλογών για τη ρύθμιση της εικόνας και του ήχου. Σε γενικές γραμμές πρόκειται για μια κα...Διαβάστε Περισσότεραλή επιλογή που αξίζει τα χρήματά της. Διαβάστε Λιγότερα"
4," Πολύ αξιόλογη τηλεόραση, ίσως η καλύτερη ανάμεσα σε budget επιλογές. Θα συμφωνήσω ότι το wifi δεν είναι ιδιαίτερα ισχυρό, αλλά δεν υπάρχουν θέματα αποσυνδέσεων. Εικόνα σαφώς άνω του μετρίου, αρκετές επιλογές ρυθμίσεων, καλός ήχος από τα ηχεία (όχι τίποτα φοβερό). Το smart κομμάτι είναι στοιχειώδες, αλλά κάνει την δουλειά του. "
3, Αρκετά καλή τηλεόραση με ωραία ζωντανά χρώματα ότι πρέπει για το υπνοδωμάτιο. 
5, Για την τιμή τις είναι πολύ καλή τηλεόραση..... 
5, ΑΡΙΣΤΗ 
4, Για τα λεφτά της καλή 
3, Μέτρια εικόνα κ ποιότητα κατασκευής 
2, Στα πλάγια όταν την κοιτάς αλλαζει η χρωματική της οθόνης 
5, It's ok 
4, Καλη τιμη για το συγκεκριμενο προιον. 
5," Η τηλεόραση στην ουσία είναι LG,και για τα λεφτά που έδωσα 258 ευρώ είναι καταπληκτική "
5, 5 
3, Μετρια 
2, Όταν βλέπω youtube 4k κολλάει και σβήνει μόνη της 
5," Δεν έχω εμπειρία από τηλεοράσεις, ούτε είμαι πολύ της τεχνολογίας, είναι μια εύχρηστη τηλεόραση, όμορφη, με ευκρίνεια, ωραία χρώματα, ξεκούραστη, με πολλές δυνατότητες και γενικά τη συστήνω ανεπιφύλακτα. "
5," Στην αρχή δεν ήθελα να δώσω κάτι παραπάνω για μία τηλεόραση που θα την έβαζα στην κρεβατοκάμαρα. Κι όμως είναι ότι καλύτερο που έχω αγοράσει εδώ και καιρό. Φοβερή εικόνα, πολύ καλός ήχος, τέλεια συνδεσιμοτητα με WiFi για Netflix. Την συστήνω ανεπιφύλακτα σε όποιον θα ήθελε να αγοράσει ένα καλό προϊόν ""έστω"" και για την κρεβατοκάμαρα! "
5, Άριστη τηλεόραση σε όλα της! 
5, Πραγματικά πολύ καλή τηλεόραση με καλή σχέση απόδοσης-τιμής. 
5, Πολύ καλο προϊόν 
3, Μέτριο προς καλο 
5, Εξαιρετική 
5, Αψογη 
4, Πολυ καλή επιλογη 
5, Πολύ καλή για τα λεφτά της 
5, value for money poli kali!!!! 
4, Πολύ καλή σχέση τιμής και ποιότητας 
4, Για την τιμή της καλή!! 
4, Πολλές φορές όταν την ανοίγω βγαίνει από το ίντερνετ και πρέπει να το ξανά βάλω από την αρχή κατά τα άλλα είναι πάρα πολύ καλή και έχει πολύ καλή εικόνα και ήχο 
2, Κόλαη η σισκευη και πρεπη να κάνης επανακηνηση για να την ανηκσης από το κοντρολ 
3," Η τηλεόραση είναι έχει πολύ καλή ποιότητα εικόνας σε ανάλυση 4k και είναι ιδανική για ταινίες. Παρ'ολα αυτά, η smart λειτουργίες της είναι ιδιαίτερα αδύναμες. Πολλές φορές κρασάρει σε λειτουργία Youtube kai Netflix και η μόνη λύση είναι να βγει από τη πρίζα για να ξανανοίξει. Επίσης διαφημίζεται ως τηλεόραση που υποστηρίζει λειτουργία HDR, την οπο...Διαβάστε Περισσότεραία ΔΕΝ υποστηρίζει. Διαβάστε Λιγότερα"
5," Εξαιρετική, δεν έχει να ζηλέψει τπτ σε ποιότητα και απόδοση από πολύ ακριβωτερες τηλεοράσεις. Μπράβο στην sharp. "
5," Sharp 49UI7352E 49"" "
5, Τέλεια τηλεόραση 
5," Καλή, Τίμια 4Κ τηλεόραση. "
5," Είναι πολύ ευχαριστημένη,ευκρίνεια,ευκολία,οικονομία ...Την συνιστώ ανεπιφύλακτα "
4, Όπως την περίμενα σύμφωνα με τις τεχνικές περιγραφες 
4, 4 
4, πολύ καλή τιμή 
4, Καλή για τα λεφτά της 
4," Αξιόπιστη σε εικόνα/ήχο, λίγο δυσκίνητη ως smartv, η εγγραφή pvr μόνο σε εξωτερικό σκληρό usb 3.0 "
5, Έχει όσα ήθελα από μία συσκευή και τα βρήκα σε καλή τιμή. Χρειάζεται λίγη εξοικίωση με το μενού. 
4," ΚΑΠΩΣ ΑΔΥΝΑΜΟΣ ΗΧΟΣ. ΑΡΝΕΙΤΑΙ ΝΑ ΚΑΝΕΙ ΑΝΑΠΑΡΑΓΩΓΗ ΑΡΧΕΙΩΝ VIDEO ΑΠΟ ΠΑΛΙΟΥ ΤΥΠΟΥ ΕΞΩΤΕΡΙΚΟ ΔΙΣΚΟ. ΕΓΓΡΑΦΗ ΑΡΧΕΙΩΝ ΑΠΟ ΠΡΟΓΡΑΜΜΑ ΤΒ, ΜΟΝΟ ΜΕ ΔΙΣΚΟ ΜΕΓΑΛΥΤΕΡΟ ΤΩΝ 32 ΜΒ (32+). ΠΟΛΥ ΚΑΛΗ ΕΙΚΟΝΑ. "
5, Εξαιρετική! 
4, αρκετα καλή για τη τιμή της 
4, Συνολικά καλή Παρουσιάζει θεμα με το Youtube 
5, Αξίζει για τα χαρακτηριστικά που έχει... 
5, Πολλή καλή εικόνα ικανοποιητικός ήχος μια value for money 4k τηλεόραση από την LG.Εγώ την αγόρασα με έκπτωση στα 359 ευρώ. 
4, Καλή εικόνα και καλός ήχος. 
5," Η τηλεόραση έχει πολύ ωραία εικόνα, είμαι πολύ ευχαριστημενη με την αγορά αυτή. Η εξυπηρέτηση από τον Κωτσοβολο, όμως, αξίζει 1 αστέρι γιατί άργησε 3 βδομάδες, πήγε σε άλλη διεύθυνση και δεν υπήρξε οργάνωση και συνεννόηση από μέρους τους. "
5," πεντακάθαρη εικόνα και εύκολη σύνδεση σε internet και εφαρμογές όπως youtube, netflix κ.λπ! πολύ καλή επιλογή. "
4, Πλ καλή ανάλυση κ ήχο κάποιες φορές δε συνδέεται στο wi fi κ χρειάζεται επανεκκίνηση 
4," Σαν tv πολύ καλή , τέλειος ήχος , πολύ καλή εικόνα . Σαν smart tv σχεδόν άχρηστη , γιατί έχει δικό της λειτουργικό και δεν μπορείς να προσθέσεις τίποτα . Αν το γνώριζα με τα ίδια χρήματα θα αγόραζα 55"" απλή , και με 50 € ένα tv box το οποίο και τώρα αναγκάστηκα να πάρω για να δουλεύει σε περιβάλλον android . Σαν tv βαθμός 4 , σαν smatr tv ...Διαβάστε Περισσότερα1,5 το πολύ Διαβάστε Λιγότερα"
4, Πολύ καλή σχέση ποιότητας τιμής 
5, πολύ καλή οθονη 
5, Value for money 
4," Πολύ καλή εικόνα και ήχος. Το μενού της εύχρηστο, αλλά όχι τόσο όσο της LG. Εξαιρετική απόδοση στο Netflix. Σωστή σχέση τιμής-ποιότητας. "
5," Ligo light bleeding,katatala einai poli kalh o8onh..telia ikona se 4k me poli kalo ri8mo ananeoseis kai poli kalo ixo...to mono provlima ektos to light bleeding einai to xiristirio..miazei san tilexiristirio tileorashs to 2000. "
4," αξιοπρεπεστατη για τα λεφτα της (335Ε την ειχε προσφορα). 4κ ταινια επαιξε κανονικα απο φλασακι ειδε και τους υποτιτλους, προσωπικα με εντυπωσιασε η εικονα σε ταινια 4κ. Eχει youtube, netflix και internet browser αλλα ΔΕΝ εχει playstore για να κατεβασεις εφαρμογες της google. στο internet με καλωδιο ethernet που την εχω παει καλα. το μενου δεν το ...Διαβάστε Περισσότεραλες και γρηγορο και καλοσχεδιασμενο. το μονο που με προβληματιζει ειναι η αντοχη στο χρονο λογω τουρκικης προελευσης και κατασκευης, vestel ειναι μην ψαρωνετε με το jvc που λεει. Διαβάστε Λιγότερα"
1," Από την πρώτη μέρα έδειξε τις διαθέσεις της, έκλεινε κι άνοιγε μόνη της, κολούσε το τηλεκοντρόλ, δεν συνδεόταν στο ιντερνετ. Ήρθε τεχνικός και την πήρε την 4η μέρα. "
