stars,text
5, ΜΙΑ ΑΠΛΗ ΚΑΜΕΡΑ ΓΙΑ ΝΑ ΚΑΝΕΙΣ ΤΗ ΔΟΥΛΕΙΑ ΣΟΥ ΧΩΡΙΣ ΝΑ ΞΕΦΥΓΕΙΣ ΣΤΟ ΚΟΣΤΟΣ 
5, Τίμια αγορά.πολυ καλή καθαρή εικόνα.ευκολη στη χρήση με πολύ ελαφριά αίσθηση από θέμα βάρους 
5, Μια χαρά η κάμερα για τα λεφτά της. Κάνει αυτό που λέει. Σε χαμηλό φωτισμό δεν έχει τέλεια λήψη αλλά μια χαρά για τα λεφτά της σε καθαρά ερασιτεχνική χρήση. 
4, ΟΛΑ ΕΓΙΝΑΝ ΟΠΩΣ ΕΓΡΑΦΑΝ ΣΤΟ ΙΝΤΕΡΝΕΤ! 
5, Ακριβώς αυτό που λεει 
5, Εξαιρετικό 
4, Πολύ καλή κάμερα για τα λεφτά της ... 
5, Πολυ καλη 
5, Best value for money smart scale 
5, Αρκετά καλή 
5, Παρά πολύ Καλη τσάντα .  Σκληρό εξωτερικό υλικό ενώ το μέσα μπορείς να το διαμορφώσεις όπως θέλεις ανάλογα με Τον εξοπλισμό .παρά πολύ Καλη ποιότητα ! !! 
5, Value for money! Αξίζει τα λεφτά του και με το παραπάνω! 
5, Πολύ καλό 
5, Τελειο 
5, Πολύ γρήγορο με πολύ καλή ανάλυση οθόνης! 
5, Πολύ καλη 
5, Πολύ καλό και με καθαρή κάμερα. 
5, Κινητό value for money! 
5, ΑΨΟΓΟ!!!! 
5," ΑΠΟ ΤΑ ΚΑΛΥΤΕΡΑ ΚΙΝΗΤΑ ΠΟΥ ΕΙΧΑ ΠΟΤΕ.ΣΕ ΟΛΑ ΤΟΥ.ΚΑΙ ΕΠΕΞΕΡΓΑΣΤΗ,ΚΑΙ ΓΡΗΓΟΡΑΔΑ ΚΑΙ ΜΠΑΤΑΡΙΑ.ΠΑΡΑ ΠΟΛΥ ΔΥΝΑΤΟ ΚΙΝΗΤΟ.ΘΑ ΤΟ ΣΥΝΗΣΤΟΥΣΑ ΚΑΙ ΣΕ ΑΛΛΟΥΣ "
4, Αρκετά καλο 
5, Άριστο! 
5, Πολύ καλό 
5," ΤΕΛΕΙΟ ΚΙΝΗΤΟ ΔΕΝ ΚΟΛΑΕΙ FB,INTERNET,GAMES ΟΛΑ ΜΙΑ ΧΑΡΑ ΤΟ ΕΧΩ 1 ΜΗΝΑ "
4, Υπεροχο στην χρηση του και στις εφαρμογες του 
4," Μεγάλη οθόνη, εξαιρετική μπαταρία. Κολλάει συχνά, ιδιαίτερα η κάμερα είναι πολύ αργή. Το βίντεο ακόμη χειρότερο "
5," Καλή επιλογή, δεν κολλάει πουθενά!  Η μπαταρία κρατάει, οι κάμερες πολύ καλές, όλα τέλεια! "
5, Εξαιρετικο! 
5, Το καλύτερο κινητό για την τιμή αυτή. Γρήγορο με πολύ καλή μπαταρία και κάμερα. 
5, Το σωστό vfm κινητό 
5, εύχρηστο 
5, Πολύ καλό 
4, Καλό για τα λεφτά του 
1, Εχει προβλημα με.το μικρόφωνο μιλαω μονο με hands free tragic 
5, Εύκολο και με πολλές δυνατότητες 
5, Πολύ καλό και εύχρηστο και οικονομικό 
5, Εξαιρετικο 
5, teleio 
5," Ότι καλύτερο για τα λεφτά 💸 του, τίμιο θα έλεγα. "
5, Σούπερ επιλογή. Value for money 1000% 
5, ΤΕΛΕΙΟ 
5, Πολύ καλό. 
5," πολύ γρήγορο, ωραιες φωτος, καλο λειτουργικο συστημα και εφαρμογες "
4," Πολυ καλο για τα λεφτα του. Καλο σερφαρισμα, δεν κολαει για μια απλη χρηση, το μονο θεμα ειναι η μπαταρια που δεν κραταει. "
5, Πολύ καλό 
4, Ολα καλα αλλα η μπαταρια του αντεχει οριακα μια μερα με μετρια χρηση. 
5, Πολύ καλό 
3," Πολλές φορές κολλάει κ μαυρίζει η οθόνη,κατά τα άλλα αρκετά καλή κάμερα κ βολικό στο χέρι "
3, Για τα λεφτά του όχι άσχημο. Καλος σχεδιασμός και εύκολο στην χρήση. Δυστυχώς κολλάει αρκετά εύκολα για τις λίγες αλλά απαραίτητες εφαρμογές που έχω κατεβάσει. 
4, Αρκετά καλό και όμορφο κινητό. Εύκολο στη χρήση. Καλή φωτογραφική μηχανή. Ίσως στον ήχο κάποιες ρυθμίσεις να μπορούσαν να είναι καλύτερες. 
4, Ο ηχος θα μπορουσε να ειναι λιγο καλυτερος 
5, Για το κόστος απόκτησής του κρίνεται απόλυτα ικανοποιητικό για χρήστες χωρίς μεγάλες απαιτήσεις. 
5, Πολύ καλό 
3, η 16 αρα μνήμη με ζορίζει 
4, Πολύ καλό για τα χρήματα που κοστίζει. 
5, Πολύ καλο 
3, ΚΑΛΟΥΤΣΙΚΟ ΓΙΑ ΤΑ ΛΕΦΤΑ ΤΟΥ 
3," Ικανοποιητικό. Αξιοπρεπής σχέση κόστους, ποιότητας. "
5," Πολύ καλο, εύχρηστο, με πολλές δυνατότητες !!!!!! "
5, Σουπερ 
5, Πολλές δυνατότητες και είμαι απόλυτα ευχαριστημένος 
4, Πολύ καλό 
4, Λίγο περισσότερο αποθηκευτικό χώρο χρειάζεται. 
4," Εύχρηστο, οικονομικό. Πολύ καλή επιλογή! "
3, Κολλάει αρκετά. 
4, Πολύ καλό!! 
5," Για τα λεφτά του, ο,τι πιο τέλειο στην κατηγορία του. Φοβερή κάμερα, γρήγορο, και με πολύ ωραία εμφάνιση. Το προτείνω σίγουρα. Το μόνο μείον, ότι δεν έχει ακουστικά η συσκευασία. "
4, Πολύ καλο 
5, Όλα τέλεια 
4, ΓΙΑ ΤΑ ΧΡΗΜΑΤΑ ΤΟΥ ΤΟ ΤΗΛΕΦΩΝΟ ΕΙΝΑΙ ΠΟΛΥ ΚΑΛΟ 
5, Klasiko Xiaomi. einai budget smartphone. Mporeite na to breite kai f8inotero.. 
4, Kalo! 
4, Μια χαρά κινητό 
5, Τέλειο 
5, Super 
4, Μέχρι στιγμής έχει βγει αρκετά καλό 
4, . 
5, Πολύ καλό 
4, ΤΟ ΑΡΝΗΤΙΚΟ ΤΟΥ: ΔΕΝ ΕΧΕΙ ΡΑΔΙΟΦΩΝΟ. 
5, Super 
5, ΕΞΑΙΡΕΤΙΚΟ!!!!! 
5," Απίστευτη ποιότητα κατασκευής για την τιμή του. Ενημερώσεις ασφαλείας android σχεδόν κάθε μήνα. Αναμένετε και η έκδοση oreo. Για απλή χρίση δεν κολλάει καθόλου. Ο αισθητήρας δακτυλικών αποτυπωμάτων είναι απίστευτα γρήγορος, η ποιότητα του ήχου άψογη. Η διάρκεια της μπαταρίας χωρίς ανοιχτά δεδομένα και wifi συνεχώς, είναι περίπου στις 3ης ημέρες. Τ...Διαβάστε Περισσότεραο μόνο αρνητικό η ποιότητα της κάμερας. Διαβάστε Λιγότερα"
5," Ακρως ανταγωνιστικό ""φιρμάτων"" κινητών τηλεφώνων, σε ανταγωνιστκότατη τιμή! Στα πλεονεκτήματά του πλέον των άλλων, 64 bit οκταπύρηνο, το ραδιόφωνο & η dual sim. "
5," Το κινητό το αγόρασα σε τιμή black friday 159€ το Νοέμβριο του 2018. Είναι πολύ καλό κινητό, γερή κατασκευή, καλή οθόνη, ωραία κάμερα, γρήγορο και βολικό.το κυριοτερο: έχει το λειτουργικό android One, δηλαδή αυτό που βγάζει η google χωρις περιττές εφαρμογές. Όταν το άνοιξα είχε το android 8 και όταν το συνδεσα στο ίντερνετ ενημερώθηκε στο android ...Διαβάστε Περισσότερα9 !!!! Παίρνει τις ενημερώσεις ασφαλείας κάθε μήνα και ενημερώνονται ακόμα και οι εφαρμογές ""κλήσεις"", ""επαφες"" και μηνύματα. Διαβάστε Λιγότερα"
5, Φοβερό κινητό αλλά μόνο αν το βρεις σε προσφορά. Η αρχική του τιμή είναι υπερβολική. 
5, Παρά πολύ καλό 
5, Εξαιρετική συσκευή και καλή απόδοση σε αυτή την τιμή. 
4, Η nokia επανηλθε με ποιοτητα και αξιοπιστια.Ομορφο τηλεφωνο με καλες δυνατοτητες γρηγορο και σε καλη τιμη. Καλη αγορα σε σχεση με τον ανταγωνισμο. Το συνιστω ανεπιφυλακτα. 
4," Ολα καλα, αν και η αποδοση οπως ηταν αναμενομενο επεσε σημαντικα μετα απο τις πρωτες βδομαδες χρησης. Επισης η πορτοκαλη γραμμη αποδεικνύεται εύθραυστη. Παρόλα αυτα παρα πολυ καλο για τα λεφτα του. "
5, Εξαιρετικό προϊόν 
4, σχετικα αρκετα καλο για τα χρηματα του 
5, Ένα τηλεφωνο που αξίζει τα χρηματα του στο έπακρο. 
5," Εύχρηστο, λειτουργικό, ωραία οθόνη! "
2, Μέτριο 
5, 5/5 
5, Χρήσιμη η δεύτερη μπαταρία για την GoPro 7 black! 
5, Τέλειο 
4, 😁😁😁 
5, πολυ καλο 
4, !!!!!! 
3, καλή 
5, Τέλειο!! 
5, 🌟🌟🌟🌟🌟 
5, ΠΟΛΥ ΚΑΛΟ 
5, Πολύ καλό τηλέφωνο! 
5," Γρήγορο λειτουργικό, άψογο με παιχνίδια και multi-tasking. Πολύ ωραία ευκρίνεια στα χρώματα, καλές κάμερες. Αξίζει τα λεφτά του! "
5, Πολύ καλό!!!! 
5, Το καλύτερο Value for money 
5, Τέλειο 
5, ειναι γρηγορο με καλο λειτουργικο και καλες καμερες και ομορφο 
5, Δυνατο 
5, Σχεδόν τέλειο 
5, πολυ καλο 
5, Τέλειο 
3, Καλο 
5, Πολύ καλό 
5, 5 
5," Πολλες ,πολλες, δυνατοτητες σε πολυ λογικη τιμη... "
5, υπεροχή 
4, Ικανοποιητικό για τα λεφτά του 
5, Αξιόλογη επιλογή για τα χρήματα του 149ε .Πραγματικα value for money ειδικα για αυτους που δεν κανουν υπερβολικη χρηση των δυνατωτητων του κινητου.ποολυ σημαντικο οι πολυ καλες καμερες πισω και μπρος. 
4, Πολύ καλό για την τιμή του 
5, Πολύ καλή επιλογή... Πολλές δυνατότητες.. Γρήγορο και εύχρηστο 
5, Τέλειο κινητό με δυνατή κάμερα και με πυρήνα που δεν κολλάει πουθενά. Ελάχιστη κατανάλωση μπαταρίας και με αρκετή χρήση κρατάει 54 ώρες . 
5, Δεν υπάρχει κάτι καλύτερο σε αυτά τα χρήματα. 
5," Πολύ καλό κινητό, με πολύ γρήγορο επεξεργαστή. Υστερεί λίγο στην πίσω κάμερα, αλλά και πάλι είναι αξιοπρεπέστατο το αποτέλεσμα!! "
1," Περίμενα ένα μήνα χωρίς να έχω καμία πληροφορία το πότε θα έρθει, η συσκευασία είχε πολλά κενά με αποτέλεσμα το κουτί από το κινητό να είναι χτυπημένο στην μία γωνία "
5," Το κινητό είναι πολύ αξιόλογο προιόν.Κυριολεκτικά ""πετάει"".Πολύ γρήγορο,δεν κολλάει πουθενά.Αντίστοιχο,σε επιδόσεις και χαρακτηριστικά,κινητών που κοστίζουν +600€.Συνίσταται ανεπιφύλακτα. "
5," Απίστευτη συσκευή, παρά το πλαστικό περίβλημα, με μια θήκη νιώθεις πιο ασφαλής. Ότι πιο value for money υπάρχει στην αγορά. Και με πολύ καλή κάμερα. "
4, Για τα λεφτα του ειναι μια χαρα.αξεσουαρ βεβαια να ειχε..π.χ δενβρισκω με τιποτα θηκη 
1, Μια συσκευη που παρουσιασε προβλημα εξ αρχης και για να ελεγχθει απο το service θα πρεπει ειτε να πληρωσω μεταφορικα εξοδα ειτε να το παω εγω στην αντιπροσωπεια. Απλα απαραδεκτο.. 
5," Για την κατηγορία της τιμής του νομίζω είναι το κορυφαίο smartphone. Εγώ το επέλεξα γιατί είναι το μόνο που έχει κάμερα με μεγάλο διάφραγμα σε αυτή την τιμή, για καθαρές και φωτεινές λήψεις. Το λειτουργικό είναι αρκετά γρήγορο και εύχρηστο και το ηχείο του... τα σπάει! "
5, 5 
5, Super 
5, Meizu M6 Note Dual Sim Black 
5, Πολύ καλό 
5," Είχα το Meizu M2 Note και όταν χρειάστηκε να το αντικαταστήσω (από δικό μου λάθος πλύθηκε στο πλυντήριο με τα ρούχα) πήγα πάλι στη Meizu και το M6 Note. Σε αυτά τα χρήματα, από Ελλάδα, καλή και ποιοτική εταιρεία και με τέτοια τεχνικά χαρακτηριστικά δεν υπάρχει ανταγωνισμός. Άριστη και ταχύτατη η παράδοση από τον Κωτσόβολο. "
5, Τέλειο 
5, Πολυ καλό! VFM! 
3," πολυ καλή φωτογραφική Μηχανή, για να συνδεθώ στα δεδομένα της εταιρίας που ειμαι ηθελε ρυθμιση δηλαδη δεν το εκανε αυτοματα και δυσκολευτικα αρκετά , το viber υπολειτουργεί δεν λαμβανς ειδοποιησεις , μημυματα, σε ενατιθεση με το whatsApp που δουλευει οκ "
5," Απίστευτες φωτογραφιες ,ατελειωτη μπαταρια ενα πραγματικο value for money κινητο! Το συστήνω ανεπιφύλακτα! "
5, 5 αστέρια 
5, ΑΡΙΣΤΟ 5 ΑΣΤΕΡΙΑ 
5, Εξαιρετικό 
5," Καλο κινητο. Καταπληκτικη καμερα, πολυ καλη οθονη. Τιμιο για τα λεφτα του. Σε αυτη την κατηγορια (200-250€) ειναι παρα πολυ καλο. Σχεση τιμης/ποιοτητας 5/5 "
5, Μια χαρα κινητο και άψογη εξυπηρέτηση 
5, Πολλή καλή αγορά καλή εξυπηρέτηση 
4, . 
5, Είναι πολύ καλό! 
5," Το πήρα για την γυναίκα μου και το κινητό τα σπάει, το δουλεύω που και που με αναβαθμίσεις και τα σχετικά και γενικά πάει σφαίρα!!! Πολύ καλές κάμερες, πολύ καλή φωτεινότητα στην οθόνη και γενικά γρήγορο!!! Αξίζει πιστεύω!!! "
5, εξαιρετικο 
5, Παρα πολύ καλό 
5, Αρκετα ευχαριστημένος !! 
5, Πολύ καλό αξίζει να το αγοράσετε! 
5," Κινητό για όλες τις χρήσεις,απλά αξίζει κάθε ευρώ "
5, Τέλειο κινητό 
5, Πέντε αστερια 
5, ΕΞΑΙΡΕΤΙΚΟ!!!! 
5, ότι καλύτερο στην τιμή του για αυτά που δίνει.. 
4, Αρκετά καλό για τα λεφτά του. 
4, Μια πολύ τίμια συσκευή που ο αγοραστής παίρνει περισσότερα από τα χρήματα που δίνει. 
5," Πολύ καλό προϊόν, σχέση τιμής σε σύγκριση με iPhone, ανθεκτικό στο χρόνο. "
5, το μονο παραπονο ειναι οτι ανεβαινει πολυ η τιμη οταν κανεις δοσεις με εκκαθαριστικο 
5, Ωραιο κινητο απλως ειχα πει σε μαυρο αλλα και το μπλε ωραιο ειναι 
3," ΔΥΣΚΟΛΙΑ ΣΤΟ ΑΝΟΙΓΜΑ ΚΑΙ ΣΤΟ ΚΛΕΙΣΙΜΟ ΜΕ ΕΝΑ ΑΝΑΤΡΙΧΙΑΣΤΙΚΟ ΘΟΡΥΒΟ ! ΑΛΛΑΓΗ ΟΘΟΝΗΣ ΑΠΟ ΜΟΝΟ ΤΟΥ. ΣΧΕΔΟΝ ΚΑΘΕ ΜΕΡΑ ΜΙΑ ΦΟΡΑ ΣΤΟ ΑΝΟΙΓΜΑ ΜΟΥ ΖΗΤΑΕΙ ΝΑ ΕΠΙΛΕΞΩ ΜΕΤΑΞΥ ΒΟΟΤ 1 , 2, 3/ ΓΕΝΙΚΑ ΕΚΤΙΜΩ ΟΤΙ ΔΕΝ ΕΚΑΝΑ ΚΑΛΗ ΑΓΟΡΑ, "
4, ΚΑΛΟ 
2, Πολυ κακη καμερα μπαταρια αδειαζει γρηγορα φορτιζει σε 6 εψς 8 ωρες 
4, Είναι ένα τηλέφωνο που δικαιολογεί τα 360€ αλλα περίμενα καλύτερες κάμερες  Είναι βαρύ κάτι που το ήξερα βέβαια και δε με ενοχλεί Κατά τα άλλα ευκρινής οθόνη καλό τατς και καλή διάρκεια μπαταρίας 
5," Πολύ δυνατό κινητό. Η μπαταρία κρατάει πάρα πολύ, δεν κολλάει με τίποτα, φοβερή κάμερα.Sony=Εγγύηση. "
1, Η χειρότερη ασφάλεια που μου πρότειναν για το κινητό σε θέμα κλοπής δεν δέχθηκαν κανένα έγγραφο από την αστυνομία και ακόμα πληρώνω με δόσεις ένα κινητό που δεν έχω αισχος! 
4, Απίστευτη στιβαρή κατασκευή. Επιτέλους ένα κινητό που το πιάνεις στα χέρια σου και δεν είναι τσιγαρόχαρτο. Οι φωτογραφίες απίθανες με κάθε φωτισμό.  Δεν θα μπω σε λεπτομέρειες γιατί τα χαρακτηριστικά του δεν σηκώνουν καμία αμφισβήτηση για τις επιδόσεις του. Απλά η οθόνη είναι σούπερ και ο ήχος του δεν υπάρχει. Ένα χαρακτηριστικό που δεν το...Διαβάστε Περισσότερα βρίσκεις σε τηλέφωνα αντίστοιχων η και καλύτερων επιδόσεων είναι οι δύο κάρτες sim + μια κάρτα μνήμης που παίρνει. Η μπαταρία του με μπόλικη χρήση κρατάει δύο ημέρες άνετα. Το μόνο μειονέκτημα είναι το βάρος του που είναι λίγο πάνω από τα συνηθισμένα. Κατά τ άλλα δεν μπορώ να βρω λόγο να μην είμαι ευχαριστημένος με το τηλέφωνο.  Η μπαταρία Διαβάστε Λιγότερα
5, πολύ καλό 
5, 5 
5," Τέλειο, το καλύτερο "
1, Μπαταρία μηδέν. Μόνο για τηλ τίποτα άλλο 
4, Καλό κινητό τηλέφωνο. Οι φωτογραφίες δεν είναι πολύ καθαρές αλλά για κάποιον που δεν ζητάει πολλά από ένα smartphone είναι καλή και οικονομική επιλογή. 
4, Καλό για τα χρήματα του. 
3, Καλοο 
5, Πολυ καλο. 
5, ! 
5, ⭐⭐⭐⭐⭐ 
5, ok 
2, μετριο 
3," Στα plus η καλή κάμερα και η καλή νυχτερινή λήψη. Στα μείον το γεγονός ότι αν δεν έχεις την οθόνη συνδεδεμένη με ρεύμα ο ήχος είναι σχεδόν μηδενικός και το ότι η εφαρμογή για το κινητό είναι απαράδεκτη. Συνέχεια κάνει refresh άσχετα αν είμαι συνδεδεμένος με 4g ή πολύ αξιόλογο wifi. Μόνο όταν είμαι συνδεδεμένος στο ίδιο wifi, σπίτι δηλαδή, τρέχ...Διαβάστε Περισσότεραει κανονικά. Διαβάστε Λιγότερα"
5, Πολύ καλό! 
5, Καλό. Έχει και λειτουργία προστασίας ματιών. 
5, Πολύ καλό 
5, .. 
5, Αξίζει πολύ περισσότερο απο οσο κοστίζει. 
2, Μια χαρα μου φαινεται προσωπικα και η μπαταρια του κραταει κ δεν κολλαει και γρηγορο ειναι 
5, Πολυ καλο και μπορω να το δουλευω ανετα 
5, Πολύ καλό! 
5, Μια χαρα για τα λεφτα του. Κορυφαιο σε σχεση με αλλα σε αυτην την κατηγορια 
5, 5* 
5," Το πηρα για τη μητέρα μου, το χρησιμοποιεί μονο για browsing και YouTube. Ειναι ενα αρκετα καλο τάμπλετ η οθόνη θα μπορούσε να ηταν καλύτερη αλλα ολα καλα Σε θεμα ταχύτητας ειναι ενταξει μιας και ο χρήστης δεν εχει απαιτήσεις! Σε θεμα εμφάνισης ειναι ενα στολίδι....πραγμα που στη Samsung δεν αμφισβήτηται εύκολα . Θα προτιμούσα το πισω μερος να μην...Διαβάστε Περισσότερα ηταν πλαστικό μιας κ γλυστράει επικυνδινα αλλα σε αυτα τα λεφτά δε μπορω να ζητήσω και περισσότερα. Το συνδιασα με μια θήκη βιβλιο και ταίριαξε γάντι Θα το πρότεινα σε χρήστες που θα το χρησιμοποιήσουν για διασκέδαση αλλα για οχι επαγγελματίκες δουλειές Διαβάστε Λιγότερα"
3, Αργό... 
5, Ime evxaristimeni poli. 😊😊😊😊 
5, 10 telio 
4, Πολυ καλο 
5," Το αγόρασα εις διπλούν, ένα για κάθε μου παιδί. Μια χαρά το χρησιμοποιούν και για παιχνίδι και για σερφάρισμα, διάβασμα κλπ. Είναι πολύ καλό για την τιμή του! "
5, 👌🏻👌🏻 
5, Άψογο για τα χρήματά του αξίζει!!! 
3, ΠΟΛΥ ΚΑΛΟ ΑΛΛΑ ΟΧΙ ΤΟΣΟ ΓΡΗΓΟΡΟ. 
3," Για τα λεφτά του είναι πολύ καλό,είναι λίγο αργό μόνο! "
5, 5 Αστέρια 
5," Πολὺ καλό· περίμενα λίγο παραπάνω ἄνετη ἐμβέλεια, διότι μεσολαβουσῶν τῶν θυρῶν χάνει σημαντικά. Γενικῶς, ὅμως, εἶναι καλό. "
5, ολα τελεια μονο αλλαξτε μεταφορικη 
1, Η μπαταρία απαράδεκτη. 10 ώρες κραταει 
4, Very nice 
5, Πολύ καλή επιλογή για τα λεφτά του 
5, Τα αξίζει τα λεφτά του 
1, Κρίμα. Διό ολόιδιες συσκευές πείρα και λες ότι είταν μιλιμενες. Μετά από ούτε διό ευδομαδες άρχισαν να μιλάνε και να κάνουν διαφορα. 
5," Εάν σας αρέσει να βγάζετε φωτογραφίες θα σας αρέσει πολύ. Η μπαταρία κρατάει μέρες. Είμαι πολύ ικανοποιημένη για αυτό το κινητό, για την ποιότητα και την τιμή.  Μειονέκτημα του είναι ότι φορτίζει μόνο με τον δικό του φορτιστή, τίποτε άλλο. "
5, Πολύ καλό για τα λεφτά του. Ίσως θα ήθελα λίγο πιο δυνατό ηχείο. 
5," Το Xperia XA1 ασχέτως που είναι μοντέλο του 2017, δεν έχει να ζηλέψει τίποτα από τα πιο μεταγενέστερα κινητά της κατηγορίας του. Είναι πολύ γρήγορο , έχει λογισμικό Oreo 8.0.0 ,τα χρώματα του είναι καταπληκτικά, με μία πολύ καλή camera , η μπαταριά του αντέχει πολύ , Είναι ελαφρύ και πολύ εύκολο στον χειρισμό του. Είναι πολύ καλύτερο από ότι π...Διαβάστε Περισσότεραερίμενα . Ένα πολύ καλό κινητό σε καλή τιμή . Διαβάστε Λιγότερα"
4, Πολύ καλό για την τιμή του! 
1, σε δυο μήνες χάλασε οι κάμερα που το είχα πάρει 
5, πολυ καλο 
5, ΠΟΛΥ ΚΑΛΟ 
5," Καταπληκτική οθονη και κάμερες, δεν κολλάει πουθενά και μπαταρία που κρατάει όλη μέρα (με παιχνίδια, ιντερνετ κ.λπ.) Με λιγα λόγια για τα λεφτά αυτά είναι το κάτι άλλο. "
5, Μεγαλη οθόνη καλες καμερες στις σελφι το φλας ειναι πολυ δυνατό σε σημειο να ειναι πολυ φωτεινες οι φωτογραφίες μπαταρια καλη. 
5, Τέλειο 
4, Μικρή μπαταρία για το μέγεθος του. 
2, Δεν μου άρεσε η κάμερα. 
5, ΠΟΛΥ ΚΑΛΟ.ΠΕΡΙΜΕΝΩ ΝΑ ΠΕΡΑΣΕΙ ΕΝΑ ΜΕΓΑΛΥΤΕΡΟ ΧΡΟΝΙΚΟΔΙΑΣΤΗΜΑ ΠΡΟΚΕΙΜΕΝΟΥ ΝΑ ΔΩ ΕΑΝ Η ΑΠΟΨΗ ΜΟΥ ΑΥΤΗ ΘΑ ΕΠΙΒΕΒΑΙΩΘΕΙ 
5, Πολύ καλό. Λειτουργικό. Βγάζει απίστευτα όμορφες φωτογραφίες. 
5, Τέλειο κινητό 
5, ΑΡΙΣΤΟ για τα λεφτά του!!! 
5," Μακραν το καλυτερο στην επιλογη για smartphone σε προσιτη τιμη κ εχει οτι χρειαζεται 1,5 μηνας λειτουργιας κανενα προβλημα! "
5," Εύχρηστο, γρήγορο, οικονομικό "
4, ΜΕΤΡΙΟ ΕΩΣ ΚΑΛΟ 
3, Καλο 
4, Η μπαταρία δεν είναι και τόσο ικανοποιητική 
5," ΕΜΦΑΝΙΣΗ, ΣΥΝΔΕΣΙΜΟΤΗΤΑ, ΠΡΑΚΤΙΚΟ, ΛΕΙΤΟΥΡΓΙΚΟ. "
5, Το συγκεκριμένο τηλέφωνο είναι πάρα πολύ καλό. βγάζει πολύ ωραίες φωτογραφίες ωραία χρώματα οθόνης γρήγορος επεξεργαστή! 
5," Παρα πολυ καλα χαρακτηριστικα, καλη αποδοση, ταχυτατο και συγχρονως πολυ ομορφο. Καλες οι φωτογραφιες του απλα με το φυσικο φως ειναι ακομα πιο ωραιες και καθαρες. Απο τα πολυ καλα smartphone "
5," Πολύ καλό για την τιμή του ( το αγόρασα με την έκπτωση 160 €) και πολύ όμορφο κινητό, αξίζει! "
5, Πολύ καλό για τα χρηματα 
5, Αψογο 
2, Μέτρια προς καλα 
1, Δεν μου άρεσε Ι. Κολλάει από την πρώτη στιγμή και δυστυχώς δεν βρήκα χρόνο να δω τι θα κάνω. 
5, Πάρα πολύ καλό!! 
5, Honor 9 Lite Gray Dual Sim. 
3, Όμορφο κινητο Μικρή μπαταρία Μέτρια Κάμερα 
3," Καλό για τα χρήματα του , λίγο αργό και εχει δυσκολία στην συνδεση με το wifi αλλά είναι οκ την δουλειά του την κάνει "
5, Ειμαι ικανοποιημενη απο το προιον 
