stars,text
5," Χωράει στον πάγκο της κουζίνας,έτσι ώστε να μην χρειάζεται να σκύβεις.Χωραει πολλά πιάτα και κατσαρολικά παρά το ότι είναι μικρό.Το συνιστώ ανεπιφύλακτα! "
5, Παρά πολύ καλό και μεγάλο για το μέγεθος του! 
5," Αν και είναι νωρίς σε σχέση με την ημερομηνία αγοράς θα έλεγα πως ήταν αυτό που περιμέναμε για αυτό το σκοπό πολύ καλή αγορά , αξιόπιστο προϊόν και άμεση εξυπηρέτηση "
5, πολυ καλο 
5, εξαιρετικό αν λάβει κανείς υπόψη την τιμή του 
5, Πολυ αξιοπιστο μεχρι στιγμης και ευκολο στην χρηση. 
5, ok 
5, Οικονομικό και εύκολο στη χρήση. Αποτελεσματικό στο πλύσιμο. Το μόνο μειονέκτημα είναι η μεγάλη διάρκεια των προγραμμάτων. 
3, ΜΕΤΡΙΑ 
5, Καλο μηχάνημα .το λιγότερο που πλένεις τα πιατα ειναι 3ωρες (το μονο κακο) δεν εχει λιγότερο . Αλλα Γενικά κανει καλα την δουλειά του 
4," ΑΘΟΡΥΒΟ,ΠΛΕΝΕΙ ΠΟΛΥ ΚΑΛΑ,ΚΑΙ ΚΥΡΙΩΣ ΔΙΕΥΚΟΛΥΝΕΙ ΕΠΕΙΔΗ ΕΧΕΙ ΠΡΟΓΡΑΜΜΑΤΙΣΜΟ.- "
5," Ένα παράπονο γενικώς. Στην Ελλάδα αν δεν έχεις σπουδάσει ΤΑ ΠΑΝΤΑ, μην περιμένεις και την πιό απλή βοήθεια ΑΠΟ ΚΑΝΕΝΑ "
5, Πολύ καλό κ αθόρυβο... 
5, ΜΕΧΡΙ ΣΗΜΕΡΑ ΠΕΡΙΠΟΥ ΕΝΑ ΜΗΝΑ ΕΙΝΑΙ ΤΕΛΕΙΟ ΕΥΚΟΛΟ ΣΤΟΝ ΧΕΙΡΙΣΜΟ ΤΟΥ ΠΛΟΥΣΙΟ ΣΕ ΠΡΟΓΡΑΜΜΑΤΑ ΟΙΚΟΝΟΜΙΚΟ ΣΤΗΝ ΛΕΙΤΟΥΡΓΙΑ ΤΟΥ ΚΑΙ Η ΤΙΜΗ ΤΟΥ ΕΙΝΑΙ ΠΟΛΥ ΚΑΛΗ 
5," ευκολία στη χρήση, αθόρυβη λειτουργία,πολύ καλή τιή αγοράς. "
5, Ηθελα να παρω ενα αλλο με 499 αλλα εκείνη την περίοδο ειχε προσφορα το gruding και ετσι το πηρα. Λοιπον ειναι φανταστικό ευκολο δεν κανει θόρυβο.... Και ολα αυτα με 250€ . Και ενα μεγαλο μπραβο και ευχαριστω στους μεταφορεις για τον επαγγελματικό επίπεδο τους 
5, Very good 
5, Πολύ καλό! 
5, Πολύ καλό 
4, Θα ήθελα καλύτερη απόκριση στο πληκτρολόγιο ειδικά το on-off και λίγο πιο ήσυχο για να είναι τέλειο. Το θέμα αξιοπιστίας θα το δούμε. Κατασκευή Τουρκία. Εξυπηρέτηση Κωτσόβολου όπως πάντα άψογη. 
4, Μεχρι στιγμης πολυ καλο...για ενα μηνα μιλαμε ευκολο στην χρηση 
5, ΤΕΛΕΙΟ 
5, Πολύ καλό κ αθόρυβο 
5, Ειναι αθορυβο και χωραει 10 σερβιτσια που ειναι αρκετα για 45αρι πλυντηριο!! Επιπλεον η θηκη για τα μαχαιροπηρουνα στο επανω μερος βολευει πολυ! Value for money! Θα το αγοραζα ξανα!!! 
5, Πολύ καλο 
5, Αθόρυβο εύκολο στην χρήση. 
3, Δυστυχώς δεν χωράει πολύ μεγάλα πιάτα. 
5, ΑΑΑ+++ 
5," order-number: JL-00951053 The dish-washer works perfect, but I still wait for the greek and english manual, as you had sent me with the dish-washer a manual in Portuguese and one in Spanish language. Please send it immediately to my address in Ikaria. "
5, Αν και οι αξιολογήσεις στα πλυντήρια μάλλον θα έπρεπε να είναι μετά την 5ετία που αρχίζουν τα πρώτα προβλήματα. 
5," Πολύ ευχαριστημένος! το δουλεύω αρκετή ώρα, και συνέχεια, δεν καταλαβαίνει τίποτα. Πολύ αξιόλογο!! "
5, Πολύ καλό!! 
5, Όλα καλά. 
5," Το έχω ένα μήνα μόνο και δουλευει μια χαρά. Δεν έχει τις φοβερες λειτουργίες αλλα έχει αυτές που πρέπει. Αν αντέξει και στ χρόνο θα είναι μια τέλεια αγορά. Το αγόρασα μόνο 170 κατόπιν συμβουλής του μάστορα που ηρθε να δεί το παλιό πλυντήριο και μου είπε οτι ολα τα πλυντηρια πια κρατανε μεσο ορο 5-7 χρόνια οπότε το ""καλύτερο"" είναι το φθηνότερο. "
5, Η αλήθεια είναι ότι το αγόρασα λόγω τιμής. Όταν το παρεδωσαν εξεπλαγην με την ποιότητα κατασκευής. Όλα τα άλλα α-μαρκα της κατηγορίας των 200 ήταν απλά πλαστικουρες. Φοβερό πολύ ήσυχο ευκολοχρηστο και μεγάλα προγραμματα. 
4, μακάρι να πάει έτσι για πολύ καιρό 
4," Εύχρηστο,με επαρκή προγράμματα για οικιακών προδιαγραφών λειτουργία, ικανοποιητική σχέση τιμής και απόδοσης "
5, Excellent money for value 5 
4," Πραγματικά ωραίο από κοντά, τρομερά κομψό από άποψη μεγέθους (σε σχέση τουλάχιστον με το παλιό μου πλυντήριο) και καλής ποιότητος για τα χρήματα του. "
3, Για τα χρήματα του αρκετα καλο 
5, Πολύ καλό το συνιστώ ανεπιφύλακτα 😊 
5, Teleio!! 
5, 5 
4, **** 
5, ΑΓΟΡΑΣΤΕ ΑΦΟΒΑ 
4, Εδώ και λίγο καιρό που το έχω είναι πολύ καλό!! καθαρίζει τα ρούχα καλά!!προς το παρόν είμαι ευχαριστημένη!! 
5, Πολύ καλή σχέση ποιότητας-τιμής 
4," ΔΕΝ ΤΟ ΕΧΩ ΠΟΛΥ ΚΑΙΡΟ ΚΑΝΕΙ ΛΙΓΟ ΘΟΡΥΒΟ ΝΟΜΙΖΩ ΤΟ ΠΕΡΙΜΕΝΑ ΠΙΟ ΑΘΟΡΥΒΟ, ΓΙΑ ΤΑ ΧΡΗΜΑΤΑ ΠΟΥ ΤΟ ΑΓΟΡΑΣΑ ΕΙΝΑΙ ΚΑΛΟ "
3, Δεν έχει πρόπλυση. 
5, Πολύ καλό ... Πολύ ευχαριστημένη! 
5, αμεση εξυπηρετηση ευκολο. 
5, Είμαι πολύ ευχαριστημένη! 
5, Εξαιρετικό!!! 
5," Για τα χρήματά του είναι εξαιρετικό. Ο,τι θα θελε κανείς από πλυντήριο πιστεύω. "
5, Αξίζει να το αγοράσετε 
5, Μπορω να διαμορφωσω εγω το προγραμμα οπως ακριβως το θελω 
5, OMORFO 
5," Εύκολο μενού, καλή λειτουργία, τίμιο για τα λεφτά του.... "
5, Παρά πολύ καλο 
5, Οικονομικό και 1200 στροφές. 
4," Αρκετά προγράμματα, πολύ εύκολο στη χρήση. Αξίζει τα λεφτά του. "
3, Δεν υπάρχει πρόγραμμα προπλυσεις!! 
5," Πολύ καλό πλυντήριο, αρκετά προγράμματα. "
5, ΠΑΡΑ ΠΟΛΥ ΚΑΛΟ 
5, Με μια μικρή έρευνα αποφάσισα την αγορά του πλυντήριο αυτού. Η τιμή του με αυτα που προσφέρει είναι ότι καλύτερο. Value of money αγόρα. Η εταιρεία είναι θυγατρική της Hitachi (βέβαια καμία σχέση με πλυντήρια) αλλά όσο αφορά τα ηλεκτρονικά της θα είναι ποιοτικά. Εύκολο στο χειρισμό του. Πλύσιμο και στυψιμο είναι αθόρυβα. Γεμίζει όσο νερό πρέπει αφο...Διαβάστε Περισσότεραύ ζυγίζει συνέχεια στην αρχή μέχρι να βράχουν τα ρούχα καλά. Σε διαστάσεις είναι πολύ καλό και βολικό. Έχει και την γρήγορη πλύση στο 15' που βολεύει πολύ. Εχει και πρόγραμμα μόνο μαλακτικο και στυψιμο που επίσης βολεύει για ένα φρεσκάρισμα. Πρόγραμμα για παπλωμα που βάζει και πολύ νερό διότι το περισσότερο το' ρουφάει ' το παπλωμα και έτσι το πλενει μια χαρά και σωστά. Διαβάστε Λιγότερα
5, καλο 
4," Πολυ καλη σχεση ποιοτητας και τιμης. Σχεδον αθορυβο. Στα αρνητικα του , το γεγονος οτι στην πλυση των βαμβακερων κανει 2 ωρες "
5, Πολυ καλο για την τιμη του. 
4, Καλή ποιότητα. Λίγο θόρυβος κατά το στύψιμο. Βολικό λόγω διάστασης. Πολύ καλή εξυπηρέτηση από τον ΚΩΤΣΟΒΟΛΟ (διαδικτυακά). 
5, καλό για την τιμή του 
4, καλο 
4," Πολύ καλό κ εύχρηστο. Value for money! Αρνητικό, Δεν έχει εγχειρίδιο στα ελληνικά "
5," Πλένει μια χαρά, οικονομική τιμή, πολλά προγράμματα διαφορετικής πλύσης. Μας αρέσει και το μέγεθος που είναι μικρότερο από το κλασσικό πλυντήριο που είχαμε. Το έχουμε δύο μήνες και είμαστε προς το παρόν ευχαριστημένοι με την αγορά μας. "
5, Καλή ποιότητα κατασκευής! Indesit πλυντήρια έχω και αλλά και είμαι ευχαριστημένος. Αυτό αγοράστηκε στα 219 ευρώ και εδώ και ένα μήνα δουλεύει ρολόι! Αγοράστηκε μέσω ίντερνετ και ο συντονισμός της υπηρεσίας του Κωτσόβολου ήταν άψογος και με δωρεάν παράδοση σε τρεις μέρες στην οικία μας! Μπράβο! 
5, vfm 
5, Πολύ καλο 
5, πολύ εύχρηστο και βολικό 
4, Αθόρυβο και καλό αποτέλεσμα. Το μόνο αλλά μεγάλο αρνητικό είναι οτι δεν στερεώνει σωστά τα ποτήρια με αποτέλεσμα να μπορώ να βάλω μόνο λίγα σε κάθε πλύση γιατί διαφορετικά φεύγουν από τη θέση τους. Οπότε δυστυχώς ο μεγαλύτερος αριθμός των ποτηριών πλένεται στο χέρι. Κατά τα άλλα όμως κανένα πρόβλημα προς το παρόν. 
4, Πολυ καλο και αθορυβο !!! 
5, Εξαιρετικό 
3, Ικανοποιητικό για τα χρήματα του 
5, Το έχω λιγότερο από μήνα και είμαι πάτρα πολύ ευχαριστημένος από την αγορά . Αθόρυβο αρκετά και με πολύ μεγάλο κάδο. >Επίσης πολύ εύκολο στην χρήση του 
5, ok 
5, Άν και το έχω λίγο καιρό είμαι πολύ ικανοποιημένος από το πλυντήριο.Πλένει τέλεια και σχεδόν αθόρυβα.Αξίζει τα λεφτά του.Πολύ καλή κατασκευή και είναι και ελληνικό!!! 
5, Παρά πολύ καλό!!! 
5, Πολύ καλο 
5, ΠΟΛΥ ΚΑΛΟ 
5, Ελαφρώς πιο θορυβώδες από το αντίστοιχο wm206. Ωστόσο έχει βελτιώσει και άλλο τη λειτουργία του (ηλεκτρονική οθόνη ενδείξεων κλπ). Αξίζει να προτιμήσετε DAVOLINE (είναι και ελληνικής τεχνολογίας) 
5, Πολυ καλο πλυντήριο . Λιγο θέμα με το θόρυβο οπως ολα τα πλυντήρια . 
5, Πολύ καλό 
4, ΑΡΚΕΤΑ ΚΑΛΗ 
3," Αν ήξερα ότι ένα πρόγραμμα κλασσικό όπως πλύση βαμβακερών στους 60 βαθμούς διαρκεί 4 ώρες, δεν θα το είχα αγοράσει ποτέ. Πού ακούστηκε πρόγραμμα πλύσης 4 ωρών. Πολύ απογοητευμένη. "
4, Τα προγράμματα - εκτός από το σύντομο - διαρκούν πάρα πολύ ώρα 
3, Τα προγράμματα στους 40 και 60 βαθμους εχουν μεγαλη διάρκεια. Θα μπορουσαν να διαρκούν λιγότερη ώρα για εξοικονόμηση χρόνου και ενέργειας. 
5, Λειτουργεί άψογα και “Value for Money” 
4," Εύκολο μενού, πολλές επιλογές προγραμμάτων, όχι πολύ θόρυβο. "
5, Πολύ καλό 
4, Ανταποκρίνεται αρκετά καλά στις ανάγκες του πλυσίματος των ρούχων. 
5," Εξαιρετικό πλυντήριο, αρκετά μεγάλο με πολλά προγράμματα, είμαι πολύ ευχαριστημένη με την αγορά του "
5, Ειμαι υπερευχαριστημενη. Αυτο το πλυντηριο ειναι ανωτερο των προσδοκιων μου. Το μονο που μενει ειναι να δω αν θα αντεξει στο χρονο! 
4, πολυ καλο 
3, το εχω εδω και ενα μηνα. το προιον καλο. οπως το λεει το καταστημα. αρκετα αθορυβο και σχετικα ευκολο στη λειτουργια του. η εξυπηρετηση απο το καταστημα πολυ καλη με το θεμα της αποστολης -παραδοσης αλλα το προσωπικο της μεταφορας δεν σου λεει καμια οδηγια - συμβουλη για τον τροπο που θα το θεσεις σε λειτουργια. και το θεμα ειναι οτι δεν μιλαμ...Διαβάστε Περισσότεραε για καμια τηλεοραση ή καποιο μιξερ. εχουμε να κανουμε με πλυντηριο που εχει καποια μπουλωνια που πρεπει να αφαιρεθουν και αν ο παραληπτης ειναι εντελως ανιδεος με τη διαδικασια αυτη θα εχει προβλημα. για καποια βασικα και απαραιτητα τεχνικα θεματα πρεπει το προσωπικο να κανει ενημερωση ή και να τα κανει αυτο.  αυτο νομιζω πως ειναι το μονο αρνητικο της αγορας αλλα και πολυ σημαντικο. Διαβάστε Λιγότερα
5," Πολύ ωραία εξωτερική σχεδίαση και βολικό μέγεθος. Ακόμη, μεγάλη ποικιλία σε προγράμματα πλυσίματος. "
5, Έχω κάνει αρκετές χρήσης μέσα στο πρώτο μήνα και μπορώ να πω πως είναι πολύ καλό για την τιμή του και το συνιστώ ανεπιφύλακτα 
2, ΤΟ ΠΡΟΓΡΑΜΜΑ ΤΩΝ 1:38 ΛΕΠΤΩΝ ΤΟ ΚΑΝΕΙ ΣΧΕΔΟΝ 2:40 ΛΕΠΤΑ.ΘΕΛΩ ΝΑ ΠΑΩ ΝΑ ΤΟΥΣ ΒΡΙΣΩ. 
5, Τίμιο 
5, Εξαιρετικό. 
5, 5 
5," Πολύ καλό πλυντήριο για την τιμή του, με πολλά προγράμματα. Από θόρυβο σε μια μέση κατάσταση. Κουνιεται αρκετά κατά το στιψιμο. Απομένει να δω την αντοχή του στο χρόνο. "
1," Η λειτουργία στυψίματος δεν λειτουργεί! Όλα τα προγράμματα κολλάνε 11 λεπτά πριν το τέλος,όταν ξεκινάει το πρόγραμμα στυψίματος.Τρέχουμε με εγγυήσεις και αντιπροσωπία της αντιπροσωπίας για να επιλύσουμε το πρόβλημα. Προσωπικά δεν νομίζω ότι λύνεται! "
4, Αρκετά καλο 
4, Πλυντήριο his ensue wfhv8012 
4," οικονομικο στην καταναλωση Α++ αθορυβο,πολυ καλη σχεση ποιοτητας-τιμης (με προσφορα 199 ευρω), στα αρνητικα το προγραμμα στους 40 βαθμους κρατα 2 ωρες. "
5, Πολυ λειτοργικο..ευκολο μενου.. 
5, Εξαιρετική εξυπηρέτηση 
5, Άριστα 
5, Γρήγορη παράδοση ! 
5," Είναι πραγματικά πολύ καλή επιλογή, μετά από εξονυχιστική αναζήτηση, το επιλέξαμε και άξιζε τον κόπο! Έχει πολλά προγράμματα, είναι πανεύκολο στην χρήση και αν αφήσεις τα ρούχα μετά το τέλος του προγράμματος για 6 ώρες, δεν χάνεται το άρωμα του απορρυπαντικού! Εξαιτίας των κιλών του μπορεί κανείς να πλύνει και μεγαλύτερου όγκου, όπως κουβέρτες και...Διαβάστε Περισσότερα παπλώματα. Το προτείνω ανεπιφύλακτα! Διαβάστε Λιγότερα"
5, Το αγάπησα αυτό το πλυντήριο!! Έχει τα καλύτερα προγράμματα!!! 
5, Πολύ καλό για τα χρήματα 
4, Άψογο.... Το συνιστώ 
5," Το πήρα στα 259 ευρώ , value for money , 8kg με 1400 στροφές , από ήχο είναι αρκετά αθόρυβο και μέχρι στιγμής έχω μείνει ευχαριστημένος "
4, Καλό πλυντήριο με χαμηλή κατανάλωση ενέργειας. Στα αρνητικά το γεγονός ότι τα προγράμματα για οκτώ κιλά είναι λίγα κ κάνουν κάνα δίωρο. Τα περισσότερα είναι για 4 κιλά που συνήθως τα ρούχα καθαρίζουν στη μία ώρα κ κάτι. Έχει κ πρόγραμμα ενός τετάρτου αλλά είναι μόνο για ρούχο που θέλει απλώς φρεσκαρισμα και όχι καθάρισμα ακόμη κι εάν έχει ...Διαβάστε Περισσότεραφορεθεί μια φορά. Το επόμενο καλό πρόγραμμα είναι των 45 λεπτών. Ο θόρυβος είναι ανεκτός.  Για τα λεφτά του όμως είναι αρκετά καλό. Διαβάστε Λιγότερα
4, Καλο! 
5, Παρά πολύ καλό!!!! 
5, Είναι πολύ καλό 
5, Perfect 
5," Είμαι ικανοποιημένος απο την αγορά του..  - θετικα : Λογικη τιμη , αρκετα προγράμματα με επιλογες στην διαχείριση(στροφες/θερμοκρασία κτλ) , 15λεπτο πρόγραμμα , το μενου ειναι στα ελληνικά ,  Α+++ (αναμενω τον λογαριασμο!!!)  -Αρνητικα : Είναι φυσιολογικό μεγεθος πλυντηρίου, αλλα ειχα συνηθίσει το παλιο μου ανω φόρτωσης...Διαβάστε Περισσότερα οποτε μου μοιάζει κάπως ογκώδες.  Τελος, επειδη δεν ειχα σχετική εμπειρία με αγορα πλυντηρίου ρωτησα φίλους και γνωστούς για την μάρκα που πρεπει να προτιμήσω. Μου σύστησαν 3 εταιρείες , που μάλιστα εχουν τα ιδια ανταλλακτικά. Μια απο τις παραπανω ηταν η Pitsos. Διαβάστε Λιγότερα"
5, Ένα πολύ καλό προϊόν σε καλή και προσιτή τιμή! 
4, Υπέροχο και αθόρυβο 
5, Παρα πολύ καλό. Σχεδον αθόρυβο και εύκολο στην χρηση 
5, Πολυ καλο 
4," Εύκολο στη χρήση, πολύ καλή απόδοση, αθόρυβο. Σε σχέση με το προηγούμενο εξάκιλό μου, πιστεύω πως χωράει κάπως λιγότερα. "
2, Καλή η προσφορά και το πλυντήριο άψογο αλλά για να το παραδώσετε στην Χαλκιδική είδαμε κ πάθαμε. Καλά θα κάνετε να δίνετε στον κόσμο το τηλέφωνο της μεταφορικής να μιλάμε απ ευθείας μαζί τους κ όχι μέσω Αθήνας ενώ οι άνθρωποι είναι δίπλα μας. 
5, Άψογη η συνεργασια 
5, Ικανοποιητική χωρητικότητα για πιάτα δύο ατόμων (χωρίς τα μπολ). Καλό πλύσιμο αλλά χρονοβόρο. 
5, Το χρησιμοποιώ εδώ και 4 βδομάδες περίπου που το αγόρασα και είμαι ιδιαίτερα ικανοποιημένος 
3," Δεν στεγνώνει καθόλου καλά τα πιάτα, μπολ, ποτήρια.  Επίσης ήταν χρησιμοποιημένο όταν το αγόρασα, γιατί υπήρχαν νερά μέσα. Μίλησα με τους υπεύθυνους του Κωτσόβολου, κ μου εξήγησαν ότι αυτό συμβαίνει. "
4, Τα προγράμματα έχουν υπερβολικά μεγάλη διάρκεια 
5, Για τα χρήματα του παρά πολύ καλό! 
5, Είναι ένα απλό και πολύ καλό προϊόν το έχω 1 μήνα και είμαι πολύ ευχαριστημένη !!!!! 
5," Εξαιρετικό για την τιμή του, αθόρυβο και οικονομικό "
5, 👍 
5," Καταπληκτική τιμή , κάνουμε την δουλειά μας τέλεια ! "
5, Πολυ καλη σχεση ποιοτητας και τιμης. 
5," Στιβαρή κατασκευή, χαμηλός θόρυβος, πολύ καλή τιμη "
5, εξαιρετικο 
5," I am sorry but I do not read Greek and I do not know what you are asking. However, I bought this washing machine because your website said that it came with ""an affiliate programme label in English"". Unfortunately, this programme label in English was NOT enclosed with the packaging. PLEASE can you SEND ME this PROGRAMME LABEL IN ENGLISH "
5, ΤΟ ΣΥΓΚΕΚΡΙΜΕΝΟ ΠΛΥΝΤΗΡΙΟ ΠΙΑΤΩΝ ΕΙΝΑΙ ΑΡΚΕΤΑ ΕΞΥΠΗΡΕΤΙΚΟ ΠΑΡΟΤΙ ΕΙΝΑΙ 45cm. ΕΧΕΙ ΑΡΚΕΤΑ ΠΡΟΓΡΑΜΜΑΤΑ ΚΑΙ ΚΑΛΥΠΤΕΙ ΟΛΕΣ ΤΙΣ ΑΝΑΓΚΕΣ ΑΛΛΑ ΤΟ ΠΡΟΓΡΑΜΜΑ 4 ΔΙΑΡΚΕΙΑΣ ΜΙΑΣ ΩΡΑΣ ΚΑΝΕΙ ΕΞΑΙΡΕΤΙΚΗ ΔΟΥΛΕΙΑ. ΕΙΜΑΙ ΠΑΡΑ ΠΟΛΥ ΕΥΧΑΡΙΣΤΗΜΕΝΗ ΑΠΟ ΤΗ ΜΕΧΡΙ ΤΩΡΑ ΧΡΗΣΗ ΤΟΥ. 
5," Το εχω περίπου 2 μηνες.Μπορω να πω ότι πλένει τέλεια.Εχει πολλα προγράμματα 15 λεπτων ,26 λεπτων μεχρι πολλων ωρων,αλλα πλενει ακομα και στους 90 βαθμους που αυτο δεν το γραφει ακομα και στο manual.Στο προγραμμα των μουρουδιακων αλλα και βαμβακερών πατωντας το κουμπι της θερμοκρασίας φθανει στους 90 βαθμους!! Οσο για το στιψιμο,εχω παθει πλάκα βγα...Διαβάστε Περισσότεραζει τα ρούχα σχεδόν στεγνά.Το μόνο μειονεκτημα που στην πραγματικότητα δεν είναι, για τον λόγω της πολυ χαμηλης τιμης του ειναι οτι εχει εναν θορυβο λειτουργιας σε φυσιολογικά επίπεδα.Δηλαδη δεν ειναι αθορυβο. Διαβάστε Λιγότερα"
5," Το πηρα σε προσφορα στα 200 ευρω. Για τη τιμη αυτη το πλυντηριο αυτο ειναι μια απο τις καλυτερες αγορες που εχω κανει. Μεγαλη χωρητικοτητα, οικονομικο, εκπληκτικα αθορυβο, σταθερο. Τα ρουχα βγαινουν σχεδον στεγνα ακομα και στις 1000 στροφες αν και μπορει να ανεβει μεχρι τις 1400 αλλα δε θελω να καταπονω το μοτερ και τα φθειρω τα ρουχα. Το μενου το...Διαβάστε Περισσότεραυ ειναι ευκολο και η προγραμματισμος της εναρξης λειτουργιας με χρονοκαθυστερηση ειναι πολυ χρημη λειτουργεια για να μη μενουν τα ρουχα στο καδο βρεχμενα ολο το βραδυ κατα το νυχτερινο πλυσιμο. Πολυ χρησιμο επισης και το γρηγορο ποργαμμα με πλυση σε 15 λεπτα. Δε θα μπορουσα να ζητησω κατι περισσοτερο ειδικα για τα χρηματα αυτα. Απο ποιοτητα δεν ξερω ακομα καθοσον το εχω μονο δυο μηνες. Ελπιζω να αντεξει... Διαβάστε Λιγότερα"
5," Πολύ καλή επιλογή. Ελληνικό μενού, οθόνη Led.,ευκολο στη χρήση και πολύ οικονομικό. "
5," Το έχω χρησιμοποιήσει τρεις φορές σε τρία διαφορετικά προγράμματα, όλα καλά. Έχει προγράμματα για όλα τα ρούχα. Για την ώρα, πολύ ευχαριστημένος. "
5," ένα τίμιο πλυντήριο για τα χρήματα που κοστίζει,ουσιαστικά είναι μια αντιγραφή επωνύμων πλυντηρίων Pitsos-Bosch κλπ,1 μήνα λειτουργίας και πλένει καλά χωρίς πολύ θόρυβο "
4, Value for money 
5, Τέλειο!!!! 
5, Ανταποκρίνεται απόλυτα στις τεχνικές περιγραφές που το συνοδεύουν. 
5, Πολύ καλό για τα χρήματα που διέθεσαν δεν μου έχει δημιουργήσει κανένα πρόβλημα είμαι απόλυτα ικανοποιημένος 
5, Εξαιρετικό πλυντήριο ρούχων 
5," Το εχω λιγο διαστημα,προς το παρον ολα καλα.Το προγραμμα των 15 λεπτων ειναι ιδιαιτερα εξυπηρετικο σε ελαφρα λερωμενα ρουχα κι ο προγραμματισμος ληξης πολυ πρακτικος! "
4," All is fine apart from: No repeat sound at end of washing to inform the owner to empty the drum, which could lead to extra stress on the bearing support. "
5, Πάρα πολύ καλό. 
5, Πολύ καλό. 
5, Πολύ καλό 
4, Είναι ένα πολύ καλό πλυντήριο αξίζει να το πάρεις 
4," Πολύ καλό ως τώρα. Αθόρυβο, πολλά προγράμματα κ καλό στύψιμο. "
3, kala 
4, Αρκετά καλό για την τιμή του ΑΠΛΑ ΑΘΛΙΑ ΕΞΥΠΗΡΕΤΗΣΗ ΠΕΛΑΤΩΝ ΑΠΟ ΤΟΝ ΚΩΤΣΟΒΟΛΟ 
5," Πολύ καλή η συσκευή, όπως και η προσφορά τιμής.  Μετά από 2-3 εβδομάδες χρήσης, είμαστε πολύ ικανοποιημένοι. "
5, Καλή εξυπηρέτηση.. 
5, value for money 
5, Πολύ καλή συσκευή 
4, Άψογο 
4, Πολύ καλή σχέση ποιότητας/τιμής. 
4," Κάνει καλά τη δουλειά του για την τιμή του αλλά κάνει λίγο θόρυβο, κατά την γνώμη μου είναι μια καλή αγορά. "
4," Το μόνο αρνητικό είναι ότι δεν ενημέρωσε το συνεργείο ότι πρέπει να αφαιρεθεί η πλακέτα που κρατάει τον κάδο. Δεν το γνωρίζουν όλοι αυτό, δεν θα έπρεπε να θεωρείται αυτονόητο ειδικά από τη στιγμή που τα πλυντήρια δοκιμάζονται πριν την παράδοση από τα συνεργεία και αναφέρεται ρητά στις οδηγίες ότι πριν να χρησιμοποιηθεί το πλυντήριο θα πρέπει να έχ...Διαβάστε Περισσότεραει αφαιρεθεί η πλακέτα!!!! Το πλυντήριο είναι καλό κατά τα άλλα, κάνει λίγο αθόρυβο, πλένει τέλεια, δεν ξέρω ακόμα αν είναι και οικονομικό, δεν έχουν έρθει νέοι λογαριασμοί για να το τσεκάρω. Διαβάστε Λιγότερα"
3, Απλα δεν περιειχε οδηγιες χρησης στα ελληνικα 
4," Πολλές επιλογές προγραμμάτων, δεν κάνει θόρυβο και αποτέλεσμα πλύσης πολύ καλό "
3," οτι πληρώνεις παίρνεις,μου έβγαλε θεματάκι απο την πρώτη εβδομάδα αλλα μου το επισκευασαν αμέσως. "
4, Καλή σχέση ποιότητας / τιμη 
4, Εύκολο στη χρήση. Αξιόπιστο μέχρι στιγμής. Πολύ καλή σχέση τιμής και ποιότητας 
5, Super 
4, καλό για την τιμή του 
4, ΜΕΧΡΙ ΣΤΙΓΜΗΣ ΕΙΜΑΙ ΠΟΛΥ ΕΥΧΑΡΙΣΤΗΜΕΝΗ ΚΑΙ Η ΤΙΜΗ ΤΟΥ ΗΤΑΝ ΠΟΛΥ ΚΑΛΗ 
