stars,text
5," πολύ πρακτικό, μπορείς να φορτίσεις ταυτόχρονα 2 συσκευές και είναι ενσωματωμένο το miniusb, οπότε δε χρειάζεται να κουβαλάς έξτρα καλώδιο. φορτίζει 3 με 4 φόρες. "
4, Η καλυτερη επιλογη στα 299€ 
5, Πέντε 
5, Πολύ καλό προϊόν. 
5, Πολύ καλό και πρακτικό 
5, Τελειο 
4," Καλή ποιότητα, όχι τόσο στιβαρή για την προστασία του τηλεφώνου. "
1, Κακο 
1, ΚΑΘΟΛΟΥ ΚΑΛΟ 
1," Το πήρα για δώρο στη γιαγιά μου και δυστυχώς εκτός από το γεγονός ότι ήρθε με καμμένο φορτιστή, η μπαταρία του «πέφτει» μέσα σε μισή μέρα. Δεν ασχολήθηκα καθόλου μιας και μιλάμε για μικρό ποσό και προχώρησα σε άλλη αγορά κινητού άλλης εταιρείας. "
5," Είναι καλό, κρατάει και η μπαταρία μιά χαρά "
3, KALO 
2," Θετικα: καλο μικρόφωνο.ακουγεται καθαρά ο συνομιλητής Αρνητικα: δεν κρατάει καθόλου η μπαταρία σχεδόν ούτε δύο μέρες, και γλιστράει απ τα χέρια. Δεν θα το συνιστούσα σε δικά μου ατομα "
1, Κακή ποιότητα κατασκευής και no user friendly software 
1, η οθονη κανει γραμμες και δεν φαινεται τιποτα  οτι πιο χαλια 
5, Παρα πολυ καλό 
5, Οκ 
5, εξαιρετικό τηλέφωνο! 
3, Κινητό χαμηλών προσδοκιών 
5, ΠΟΛΥ ΚΑΛΟ 
1," Μέτριο τηλέφωνο, το περίμενα με περισσότερο εύχρηστο μενού, δυστυχώς για να στείλεις sms καθόλου εύχρηστο, εναλλαγές ελληνικά- αγγλικά δεν υπάρχουν, στο μενού αναζήτησης ονομάτων το χειρότερο που θα μπορούσε να υπάρξει κ.α. Κρίμα καθώς τα προηγούμενα - παλαιότερα μοντέλα nokia ήταν όντως αξιόλογα και με αρκετά εύχρηστο και λειτουργικό μενού συγκρι...Διαβάστε Περισσότερατικά με το συγκεκριμένο. Διαβάστε Λιγότερα"
5, Εξαιρετικό 
5, Πολύ καλό κινητό για τα λεφτά του και αυτά που προσφέρει. Μπαταρία με μεγαλη αυτονομια και απλο στη χρήση. Εχει και φακο! 
5," Έχει την ποιότητα και την εγγύηση της nokia.Ειναι αρκετά χρήσιμο διότι λειτουργεί με 2 sim cards, εχει μικρο μεγεθος,η μπαταρία του είναι πάρα πολύ καλή κρατάει με αρκετή χρήση (5 μερες την εβδομάδα τουλάχιστον ) 8 μερες με μια πλήρη φόρτιση.Εχει επέκταση εξωτερικής μνημης και βολεύει για την μουσική. "
5, 5 αστέρια 
5, Πολυ καλο τηλεφωνο 
1, ΟΙ ΜΠΑΤΑΡΙΑ ΤΟΥ ΔΕΝ ΚΡΑΤΑΕΙ ΠΑΝΩ ΑΠΟ 2 ΜΕΡΕΣ 
1, Στην εβδομάδα από την ημερομηνια αγοράς μαύρισε η οθονη. Στο σερβις μου ειπαν οτι δεν υπάρχει ανταλλακτικό για το μοντελο που αγόρασα. Περιμένω την εταιρεία ΚΩΤΣΟΒΟΛΟΣ να κάνει κάτι. Είμαι 15 τουλάχιστον ημέρες χωρις κινητό. Μακρυά από το ΖΤΕ και αν δεν δοθεί λύση δεν ξέρω τι θα κάνω. 
1, ΧΑΛΙΑ!!!! 
3, Όμορφο κινητο Μικρή μπαταρία Μέτρια Κάμερα 
1, ΑΠΑΡΑΔΕΚΤΟ 
4, oli kalo 
5, Πολύ καλό κινητό πραγματικά άξιζε τα χρήματα του. 
3, Καλο γιατι ενω εχω βαλει ενα κωδικο ιντερνετ οταν παω στο συγκεκριμενο μερος αρχιζει να κανει σαν τρελο δηλαδη να μην μπορει να βρίσκει σημα να ανοιξει.απο το κοτσοβολο μου ειπαν οτι εχει προβλημα το ιντερνετ τους πως γίνεται να ειναι μονο στο δικο μου κινιτο; 
2," μετριο τηλεφωνο,χαλια οθονη. "
1, Δεν δουλεύει η αφή του 
3," Μέτρια οθόνη, αργότερα στην ανταπόκριση. Για τα 100€ του αρκατά καλο "
3," Ένα μέτριο κινητό,πιο πολύ απευθύνεται σε μεγαλύτερη ηλικία για τις λειτουργίες του,αλλά πολύ δύσκολο στις ρυθμίσεις πρέπει να ξέρεις πυρηνική φυσική .μπαταρία μέτρια . Το θεωρώ πολύ ακριβό και λόγο της κατασκευής του τα πλαστικά του είναι τόσο ψεύτικα που φοβάσαι ότι το πορτάκι θα σου μείνει στο χερι "
4," Για μένα, που δεν είμαι και πάρα πολύ εξοικειωμένος με τη νέα τεχνολογία, είναι ένα εύκολο τηλέφωνο, με πολλές δυνατότητες. "
3, ΕΧΟΝΤΑΣ ΤΟ I PHONE X ΔΕΝ ΜΠΟΡΕΙ ΝΑ ΓΙΝΕΙ ΚΑΜΙΑ ΣΥΓΚΡΙΣΗ...ΤΟ ΠΗΡΑ ΜΟΝΟ ΓΙΑ ΤΙΣ ΑΝΑΜΝΗΣΕΙΣ ΟΤΑΝ ΤΟ 1997 ΠΡΩΤΟΠΗΡΑ ΚΙΝΗΤΟ....ΜΙΚΡΑ ΠΛΗΚΤΡΑ ΚΑΙ ΔΥΣΧΡΗΣΤΑ ΚΑΙ ΓΙΑ ΕΝΑ ΑΠΛΟ ΤΗΛΕΦΩΝΗΜΑ... 
5," Τιμιο κινητο για τα λεφτα του δεν εχει τιποτα να ζηλεψει,value for money!! "
5, ΠΟΛΎ ΚΑΛΌ. 
5, Τέλειο Entry Level κινητό. 
5, Τέλειο 
4, ΑΡΚΕΤΑ ΚΑΛΟ 
3, Πολύ ευαίσθητο πληκτρολόγιο 
1, Χάλια κινητό κολλάει συνεχεια 
2, για να λειτουργει ως τηλεφωνο πρεπει να υπαρχει πολυ καλο σημα με τρεις γραμμες τουλαχιστον στην ένδειξη. Μέσα στο σπίτι μου είναι το μοναδικό τηλέφωνο μεταξύ αλλων τεσσάρων που δεν πιανει σήμα.εγώ θεωρησα ότι αγοραζω τηλέφωνο και οχι ταμπλετ γιατι με το ιντερνετ δεν έχει πρόβλημα.. 
1, Η μπαταρία αδειάζει σε πολύ σύντομο χρονικό διάστημα με ελάχιστη χρήση και έχοντας απενεργοποιήσει πολλές εφαρμογές. Όταν είναι ενεργοποιημένο το WiFi κατεβάζει εφαρμογές χωρίς την συναίνεσή μου και υποχρεώνομαι να τις διαγράφω συνεχώς. 
1, Ελαττωματικό 
4," Στην αρχή το παρρξηγησα, έχει ιδιαιτερότητα στην τοποθέτηση της κάρτας ... Όμως μιλάμε για απίστευτη συσκευή κινητό γραφείο , αυτονομία αρκετά μεγάλη φορτίζει γρήγορα ανοίγει με κωδικό και αποτύπωμα ...τίμια τιμη για τις δυνατότητες της και με το παραπάνω φωτό video κοινωνικα δίκτυα ...δύο κάμερες ....απόλυτα ευχαριστημένος ! "
3," Αρκετα καλο με μεγαλη χωρητικοτητα αλλα με μικρη αναλυση και καθαροτητα στην καμερα...γενικα το θεμα της καμερας πολυ ""φτωχό"". "
2," Στη τιμή αυτή παίρνετε κάτι καλύτερο... Εχει καλά χαρακτηριστικά αλλά το λογισμικό του δεν είναι λειτουργικό. Ομαδική διαγραφή, εκκαθαριση επιλεκτικού ιστορικού κλήσεων δεν υπάρχει! Διακόπτεται η κλήση μετά από κάποιο χρόνο ομιλίας.... "
2, Αγοράζω mls κινητά τηλέφωνα μόνο για το talk n drive το οποίο λείπει από το συγκεκριμένο.τι να την κάνω την εγκυκλοπαίδεια maic???? 
5, Πολύ καλο 
5, Πολύ καλό ελπίζω να κρατήσει σε βάθος χρόνου. Απλά μερικές φορές η εφαρμογή που έχει για φωνητική κλίση μπορεί να σου πάρει άσχετη κλίση αντί του ονόματος που του λες. Όλα καλά. 
5, ΤΕΛΟΙΟ 
4, Είμαι πολύ ευχαριστημένη με την αγορά μου! 
5, Απλά τέλειο!!! 
2, Μετριο 
1, Η σύζυγος μου που το χρησιμοποιεί παραπονιέται συνέχεια για την μπάρα επιστροφής η οποία εξαφανίζεται και θέλει επαναφορά εργοστασιακών για να εμφανίζεται.Και με το Bluetooth όταν το απενεργοποιεί μετά από δέκα λεπτά περίπου ανάβει ξανά μόνο του. 
3," Καλό για τα χρήματα του , λίγο αργό και εχει δυσκολία στην συνδεση με το wifi αλλά είναι οκ την δουλειά του την κάνει "
5, Πάρα πολύ καλό!! 
5, Honor 9 Lite Gray Dual Sim. 
5," ΕΜΦΑΝΙΣΗ, ΣΥΝΔΕΣΙΜΟΤΗΤΑ, ΠΡΑΚΤΙΚΟ, ΛΕΙΤΟΥΡΓΙΚΟ. "
5, Το συγκεκριμένο τηλέφωνο είναι πάρα πολύ καλό. βγάζει πολύ ωραίες φωτογραφίες ωραία χρώματα οθόνης γρήγορος επεξεργαστή! 
5," Παρα πολυ καλα χαρακτηριστικα, καλη αποδοση, ταχυτατο και συγχρονως πολυ ομορφο. Καλες οι φωτογραφιες του απλα με το φυσικο φως ειναι ακομα πιο ωραιες και καθαρες. Απο τα πολυ καλα smartphone "
5," Πολύ καλό για την τιμή του ( το αγόρασα με την έκπτωση 160 €) και πολύ όμορφο κινητό, αξίζει! "
5, Πολύ καλό για τα χρηματα 
5, Αψογο 
2, Μέτρια προς καλα 
1, Δεν μου άρεσε Ι. Κολλάει από την πρώτη στιγμή και δυστυχώς δεν βρήκα χρόνο να δω τι θα κάνω. 
5, ΠΟΛΥ ΚΑΛΟ.ΠΕΡΙΜΕΝΩ ΝΑ ΠΕΡΑΣΕΙ ΕΝΑ ΜΕΓΑΛΥΤΕΡΟ ΧΡΟΝΙΚΟΔΙΑΣΤΗΜΑ ΠΡΟΚΕΙΜΕΝΟΥ ΝΑ ΔΩ ΕΑΝ Η ΑΠΟΨΗ ΜΟΥ ΑΥΤΗ ΘΑ ΕΠΙΒΕΒΑΙΩΘΕΙ 
5, Πολύ καλό. Λειτουργικό. Βγάζει απίστευτα όμορφες φωτογραφίες. 
5, Τέλειο κινητό 
5, ΑΡΙΣΤΟ για τα λεφτά του!!! 
5," Μακραν το καλυτερο στην επιλογη για smartphone σε προσιτη τιμη κ εχει οτι χρειαζεται 1,5 μηνας λειτουργιας κανενα προβλημα! "
5," Εύχρηστο, γρήγορο, οικονομικό "
4, ΜΕΤΡΙΟ ΕΩΣ ΚΑΛΟ 
3, Καλο 
4, Η μπαταρία δεν είναι και τόσο ικανοποιητική 
5," Αποτελεί κορυφαία επιλογή που συγκρίνεται με επιτυχία ακόμη και με τα πολύ ακριβότερα του ανταγωνισμού. Άριστη ποιότητα κατασκευής, με κορυφαία χαρακτηριστικά. Πολύ σημαντική η δυνατότητα του stock android αν και είναι υποκειμενικό. Προσωπικά επιθυμώ την ταχύτερη δυνατότητα σε upgrade λειτουργικού με τις λιγότερες brand παρεμβάσεις σε software...Διαβάστε Περισσότερα/skin κλπ. Διαβάστε Λιγότερα"
5, 5 
5," Τέλειο, το καλύτερο "
5, Τέλειο σε όλα ....δε συγκρίνεται με κανένα ... 
5," Τέλειο, λειτουργικό,ελαφρύ,ντιζάιν καταπληκτικό "
5, !!!! 
5, Αρίστη σχέση τιμής - ποιότητας συσκευής 
5, just ok 
5, Τοπ! 
1," Παραμορφώνει, κάνει νερά. "
5, Τελειο 
1, 2 τζαμακια πήγαν στραφη 22 ευρώ χαμένα είστε απαράδεκτοι τα τζαμακια προεξειχαν από το κινητό με αποτέλεσμα να ξεκολλήσουν μέσα σε 2 βδομάδες και τα 2 πήρα τζαμακι σπιγκεν και έκανα τη δουλειά μου 
1, Το πήρα το κράτησα 2 μέρες και το πέταξα..... Καθρεφτίζει πολύ σε σημείο που δεν βλέπεις την οθόνη σε ηλιόλουστη μέρα. Επίσης μαζεύει δαχτυλιές σε απελπιστικο βαθμο πράγμα που θέλει καθάρισμα κάθε πέντε λεπτά. 
4, Αξιοπρεπεστατο! 
