stars,text
5, Πανεύκολη στη χρήση και τέλεια ποιότητα καφέ 
5, Πολύ καλή 
4," Καλή και εύχρηστη, αλλά σαν ποιότητα υλικών, πολύ πλαστική. Αλλά σίγουρα value for money "
4, Ικανοποιητικότατη για την τιμή της!!! Τη συστήνω ανεπιφύλακτα για ήπια οικιακή χρήση. Αρκετά καλό καϊμάκι και αφρόγαλο!!! 
3," καλό προιόν , αλλά δεν κάνει το αφρόγαλο τόσο αφράτο και θα ήταν καλύτερο εάν είχε ενσωματομένο αποθηκευτικό χώρο για τα εξαρτήματά του "
4, Δυσκολο στο να φτιαξεις αφρογαλο... Ο εσπρεσσο τελειος. Ποιοτητα κατασκευης αριστη 
4, Πολυ καλη 
4," Eίμαστε όλοι οι συνάδελφοι στη δουλειά ευχαριστημένοι, δεν κάνει θόρυβο, έχει minimal αισθητική και εξυπηρετεί τουλάχιστον 5-6 φλιτζάνια μονού/lungo εσπρέσο / καπουτσίνο. Εύκολη η χρήση της διπλανής συσκευής για την κρέμα καπουτσίνο. "
5, Εκπληκτική εσπρεσσο μηχανή 
5, Πολύ καλή μηχανή εύκολη στη χρήση κ με καλό αποτέλεσμα με αλεσμένο καφέ αλλά κ με κόκκους. Εύκολο καθάρισμα. 
5," ευκολη στη χρηση και καθαρισμο, ωραιος καφες και αφρογαλα "
5, Πολύ καλή εξυπηρέτηση από έμπειρο και φιλικό προσωπικό. 
5," Μια από τις καλύτερες επιλογές, αν όχι η καλύτερη για όσους πίνουν εσπρέσο,πολύ εύκολη στη χρήση σχεδόν μηδενική συντήρηση πίνεις εξαιρετικό καφέ με πλούσια κρέμα.Μην ασχοληθείτε με κάψουλες δώστε λίγα παραπάνω χρήματα και σε βάθος χρόνου θα τα βγάλετε 10πλα και θα βάζετε παράλληλα ότι μάρκα κάφε επιθυμείτε.'Εχω μία στο γραφειο εδω και 4 χρόνια κα...Διαβάστε Περισσότεραι δουλευει άψογα έχοντας κάνει χιλιάδες καφέδες και πήρα και δεύτερη για το σπίτι. Διαβάστε Λιγότερα"
5, Πολύ καλή μηχανή. Θέλει λίγες δοκιμές για να βρεις το αποτέλεσμα που σε ικανοποιεί αλλά από εκεί και πέρα είναι ένα κουμπί για τον καφέ και το αποτέλεσμα πάντα το ίδιο. Επίσης καθαρίζεται πολύ εύκολα! 
4, πολυ καλη 
4, polu kalh mixani 
4, Καλή 
5," ΥΠΕΡΟΧΗ, Η ΦΩΤΟΓΡΑΦΙΑ ΓΙΝΕΤΑΙ ΓΛΥΚΙΑ ΑΠΟΛΑΥΣΗ "
5, 5 
4, Καλό φαίνεται 
3, O.K 
5, Πολύ καλή μηχανή!!! Ότι περιγράφει ακριβώς!!! 
4, καλη μηχανη το μονο μειονεκτημα το πλατος τις κεφαλης για το κουρεμα πρεπει να ειναι πιο φαρδη 
4, Βάζω 4 αστέρια για τον λόγο ότι είναι ακόμη καινούργια. Μέχρι τώρα κανένα πρόβλημα κανένα θέμα. Θα επανέλθω αργότερα αν προκύψουν θέματα 
5," Εύχρηστη, καλό αποτέλεσμα στις φωτογραφίες, σε καλή τιμή. Ακριβή η δεύτερη μπαταρία που πήρα. "
4, Το μόνο αρνητικό ίσως ότι όταν βάζεις να δεις το βίντεο που τράβηξες από τη μηχανή δεν ακούγεται ήχος αν και τον καταγραφει κει έτσι πρέπει να το συνδέσεις σε υπολογιστη 
5, Πολύ καλό 
5, Τελεια 
4, Βελτιωμένη σε σχέση με προηγούμενα μοντέλα και στο χειρισμό και στο βάρος. 
5, Παρα πολύ καλό για μικρό. 
5, Τέλειος καφές και τέλειο αφρόγαλα! 
4, . 
5," Πολύ καλή,σχετικά πιο γρήγορη από την παλιότερη που είχα,κομψή κ με πτυσσόμενο δίσκο για μεγαλύτερο ποτήρι που του προσθέτει πόντους στην επιλογή μου. "
5, Το ίδιο αριστο λειτουργικά όπως το innisia αλλα αξίζει πολυ η ένδειξη στάθμης νερου και ο διακόπτης απενεργοποίησης διότι δεν χρειάζεται να περάσουν 9 λεπτά να σβήσει αυτόματα. Πολύ ποιοτικό επίσης. 
5, Η καλύτερη οικιακή καφετιέρα με επαγγελματικές δυνατότητες. 
5," Έκανα την αγορά αυτή με γερή έκπτωση από τον Κωτσόβολο την περίοδο των γιορτών. Ενώ είχα κλασσική μηχανή εσπρέσο, η διαδικασία και το ""τυχαίο"" της κάθε προσπάθειας δημιουργίας ενός μέτριου έως καλού καφέ άρχιζε να με κουράζει, οπότε αποφάσισα να στραφώ προς τον Nespresso. Είμαι πολύ ευχαριστημένος με την μηχανή αυτή. Φτιάχνει το τέλειο φλιτζάνι κα...Διαβάστε Περισσότεραφέ κάθε φορά και γρήγορα. Δεν έχω πλέον να ασχολούμαι με το άλεσμα την φρεσκάδα, το πάτημα τον καθαρισμό του καφέ για να πετύχω το ίδιο αποτέλεσμα. Μειονέκτημα (όχι μόνο στην συγκεκριμένη αλλά σε όλες τις μηχανές καφέ με κάψουλα) είναι μόνο η δημιουργία μεγάλου όγκου αποβλήτων για κάθε φλιτζάνι. Υπάρχει πρόγραμμα ανακύκλωσης της κάψουλας, αλλά όχι παντού και όχι εκεί που μένω (Κρήτη). Διαβάστε Λιγότερα"
5, Poly kali 
5, TELEIO 
5, Εσπρεσιερα 
5, Value for money 
5, Πολύ καλό 
1, Μηχσνή ενός μηνα κσι κολλαει καθημερινά. 
5, Η καφετιέρα Delonghi EN270.SAE Prodigio & Milk είναι εξαιρετική 
5, Πολύ καλό προϊόν! 
5, Delonghi Nespresso Prodigio Milk 
5, τέλεια 
5, Εξαίρετο προϊόν. Καλύτερο απ' ότι περίμενα. 
5, ) 
5, πολύ καλό προϊόν 
5, Τέλεια 
5, Πολυ καλο 
5, Πολύ καλή 
4, Πολύ καλό μηχανικά και εύχρηστο 
5," Εύκολη συναρμολόγηση,αρκετά υψηλή πίεση,δυνατότητα τριών δεσμών νερού,για διάρκεια θα δείξει. "
5, πολύ καλό μηχάνημα!!! 
4, Αρκετά καλό για τα λεφτά του το χω 1μιση μήνα και είμαι ευχαριστημένος. Θορυβωδες μοτέρ παρόλα αυτά..για ωρες κοινής ησυχίας απαγορευτικό θα έλεγα 
4, Οικονομικό και αρκετά καλό για τα λεφτά του. Έχει αρκετά εξαρτήματα που με άλλα πιεστικά θα πρέπει να τα πληρώσεις extra. 
4," Για την κατηγορία τιμής του είναι καλό,απο αξιοπιστία ο χρόνος θα δείξει, είχα το Κ3 τής Karcher και σε 14 μήνες το πέταξα, το ίδιο και τής Black & decker, τώρα το Bosch θα δούμε πως θα πάει, το μόνο αρνητικό που βρήκα είναι ότι το πιστόλι του είναι βαρη! "
5," Παραπολυ καλο , ευχρηστο με μακρυ καλωδιο , καλη ισχυ , γενικα αξιζει τα χρηματα του, αντικατεστησε ενα της black decker "
5, Πάρα πολύ καλό 
5, Τρομερη ποιοτητα κατασκευης...τελειος καφες! 
5, Ωραίο μηχάνημα. Πολύ γευστικό καφέ. Στην τιμή 120€ πιστεύω ήταν ευκαιρια 
5, Η μηχανή λειτουργεί άψογα μέχρι στιγμής! Είμαι πολύ ευχαριστημένος! 
5, Φανταστική 
5, Η καφετιέρα είναι άψογη. Έχει ρυθμιζόμενα κουμπιά ώστε να τα προσαρμώσεις στα δικά σου γούστα. Φτιάχνει τέλειο αφρόγαλα και ζεσταίνεται αμέσως. Τέλεια ποιότητα. Από τις καλύτερες αγορές. 
5, Αξίζει κ με το παραπάνω στα 100€ που το βρήκα 
5, Κανένα παράπονο απο την μηχανή μέχρι στιγμής..εξαιρετικός καφές!! 
4, Πολύ καλή μηχανή. Αρκετά θορυβώδης Το aerochino επιδέχεται βελτίωση. Σε γενικό σύνολο είμαι αρκετά ικανοποιημένος. 
3, Μέτριο 
5, Εξαιρετικό προϊόν. 
5, Η καλύτερη επιλογή 
5, Πολυ καλη 
5," Μετά από πολύ ψάξιμο αγόρασα σε προσφορά 620€, την συγκεκριμένη καφετιέρα πριν 2 μήνες. Ήδη έχω σταματήσει να αγοράζω από έξω τον πρωινό καφέ (απόσβεση) και απολαμβάνω πατώντας ένα πλήκτρο σταθερή ποιότητα κάθε μέρα. Αφιερώνεις λίγο χρόνο στην αρχή να μάθεις τις ρυθμίσεις. Ο θόρυβος σε καλά επίπεδα κ το δοχείο νερού ιδανικό για χρήση στο σπίτι ώστ...Διαβάστε Περισσότεραε να ανανεώνεις το νερό καθημερινά. Αφρογαλο πολύ καλό. Ευχαριστημένος Διαβάστε Λιγότερα"
5, Πολυ καλό !!! 
4, Πολλή καλή σχέση ποιότητας - τιμής 
5, Γρήγορη και εύκολη στη χρήση. 
4, Πολύ καλή 
4, ΚΑΛΗ ΠΟΙΟΤΗΤΑ 
5, Poli kalo 
4, Άξιζε τα λεφτά της προσφοράς 
4, Πολύ καλο 
4, ΑΡΚΕΤΑ ΚΑΛΟ 
4," Καλή τιμή, αξιόπιστο προϊόν, πολύ καλή απόδοση, "
5, Πολύ καλή επιλογή 
5, Πολυ βαθύ και καλό ξύρισμα 
5," σταθερό και πρακτικό εργαλείο, συναρμολογείται και καθαρίζεται πολύ εύκολα, ποιότητα κατασκευής "
5, Πολύ καλό 
5, Μεγαλη διαρκεια μπαταριας. Ευκολις χειρισμος 
4, ΠΟΛΥ ΚΑΛΗ!!!! 
5, πέντε αστέρια 
4, καλο ξυρισμα 
5," εύχρηστη, ικανοποιητικό ξύρισμα, πολύ καλή σχέση τιμής απόδοσης, αυτούς τους πρώτους μήνες χρήσης. ελπίζω να αποδειχτεί και ανθεκτική στο χρόνο. "
4, Αρκετά καλό προϊόν. 
5, προιον ρεστα κουρευω παιδια γυναικα κ εαυτο 
5, Είμαι πολύ ευχαριστημένη 
5, Αξιζει τα λεφτα του 
5, Πολύ καλή απόδοση τόσο σε στεγνό όσο και σε υγρό ξύρισμα με αφρό. Γρήγορη επαναφόρτιση. 
4, Αρκετά έως πολύ ικανοποιημένος 
5, Πολύ καλή! 
3," Αρκετά αποτελεσματικό ,οχι ομως ξύρισμα σε «βάθος» "
4, Αρκετά καλή 
3, Καλο 
4, Καλή είναι η κουρευτικη μηχανή και αν απεδείχθη αξιόπιστη πέραν της διετίας τότε θα πάρει 5 αστέρια. 
5," Made in U.S.A ποιότητα, κεφαλή ""ξυράφι"" που δεν αντιστέκεται τίποτα, με πληθώρα εξαρτημάτων και βολικό βαλιτσάκι. "
3, η μηχανή εχει χαμηλή αναλυση. 
5, πολύ καλή 
5, Πολύ καλό προϊόν 
5, Excellent product 
3," Η πρώτη εντύπωση αφήνει ενα ελαφρύ άγγοιγμα κι αγκάλιασμα του προσώπου, χωρίς μεγάλους ερεθισμούς. Οι τρεις επιλογές προσωπικής επιλογής ξυρίσματος παραμένουν ανεξιχνίαστες ακόμη. Φόρτιση γρήγορη, η αυτονομία παραμένει ανεξιχνίαστη ακόμη. Επίγευση πρώτου ξυρίσματος..... μάλλον τοο much money for value! Για να δούμε άν δικαιώσει το επετειακό STAR W...Διαβάστε ΠερισσότεραARS ξύρισμα στο αμεσο μέλλον Διαβάστε Λιγότερα"
5," Αν και λίγο ακριβή, ξυρίζει βαθιά από το πρώτο πέρασμα. Τα Star Wars στοιχεία είναι φανταστικά (χρώμα, ήχοι, ενδείξεις) "
3, περίμενα κατι παραπάνο από αυτό το προιόν 
4, Πολύ ποιοτική και σύγχρονη φωτογραφικη μηχανή. 
5, Πολύ καλή κάμερα για τα λεφτά της 
5, Συστήνω ανεπιφύλακτα για entry level dslr! Πι δυνατότητες πραγματικά υπεραρκετές για τη κατηγορία της! Πολύ καλή φωτογραφία και τέλειο βίντεο για 1080p! Και για τους αυτόματους τύπους αρκετά φίλτρα για να παίξετε και να μάθετε καθώς έχει ένα πολύ έξυπνο μενού που σε καθοδηγεί για να μάθεις πράγματα εάν δεν υπάρχει προηγούμενη εμπειρία ! 
5, Εξαιρετικη ποιοτητα σε καλη τιμη 
4, kaalo kalo 
4, Δυνατό και χωρίς να καίει το πρόσωπο 
5, Άριστο προϊόν!! Απόλυτα ικανοποιημένος. 
5, ΕΞΑΙΡΕΤΙΚΟ ΠΡΟΙΟΝ 
5, Τελειο το συνιστω ανεπιφυλακτα 
5, Value for money 
5, Πολύ καλή δουλειά στις λεπτομέρειες 
4, Ότι καλύτερο για τα λεφτά που δίνεις να την πάρεις. Μπορώ να την προτείνω ανεπιφύλακτα. 
3, ΜΕΤΡΙΟ 
5, Very powerful and easy to change the attachment. It doesn’t have any problems so far. 
5, Εξαιρετικό! 
4, Πολύ καλό. 
5, Πολύ καλό προϊόν το προτείνω ανεπιφύλακτα!! 
5, ΠΑΡΑ ΠΟΛΥ ΚΑΛΟ ΚΑΙ ΕΥΚΟΛΟ ΣΤΗ ΧΡΗΣΗ 
5, Πολύ καλή μηχανή είμαι παρα πολύ ευχαριστημένος 
4, Αρκετά καλό προιόν. Αξιόπιστο. 
1, Κανει παρα πολυ θορυβο και δονηση. Επισης δεν παιρνει ολες τις τριχες καλα.Δεν θα την προτεινα σε καμια περιπτωση. 
5, Ola kala 
4, Απλά καλή 
4," Κόβει καλά, περίεργο κούμπωμα της χτένας. Ελάχιστη κοπή 0,3 "
5, Για τα λεφτά του είναι best.... Κανέναν ερεθισμό απλά σε χαϊδεύει 
5, apsogh 
5, ΠΟΛΥ ΚΑΛΟ! 
5," Εξαιρετικό ξύρισμα -τριμάρισμα άφοβα. Το μόνο μειονέκτημα που βρήκα, ήταν το κοντό καλώδιο φόρτισης. "
4, Πολυ καλη μηχανη για ερασιτεχνικες φωτογραφιες. Το προβλημα βρισκεται στη συνδεση με το snapbridge που κοβεται συνεχεια. 
5, ΆΡΙΣΤΗ ΧΩΡΙΣ ΠΡΟΒΛΗΜΑΤΑ 
5, 5 
5, para poli kalo 5 asteria 
4, Καλό 
1, ΕΙΝΑΙ Η ΧΕΙΡΟΤΕΡΗ ΦΩΤΟΓΡΦΙΚΗ ΜΗΧΑΝΗ ΠΟΥ ΥΠΑΡΧΕΙ. ΜΕΤΑΝΙΩΣΑ ΠΑΡΑ ΠΟΛΥ ΓΙΑ ΤΗΝ ΛΑΝΘΑΣΜΕΝΗ ΕΠΙΛΟΓΗ ΜΟΥ!!!!ΟΙ ΦΩΤΟΓΡΑΦΙΕΣ ΒΓΑΙΝΟΥΝ ΘΟΛΕΣ ΚΑΙ ΚΟΥΝΗΜΕΝΕΣ!!!!ΤΑ ΚΟΥΜΠΙΑ ΠΡΕΠΕΙ ΝΑ ΤΑ ΠΑΤΗΣΩ ΑΠΟ 2 ΚΑΙ 3 ΦΟΡΕΣ ΓΙΑ ΝΑ ΒΓΑΛΟΥΝ ΦΩΤΟΓΡΑΦΙΕΣ!!!ΚΑΙ ΤΟ ΖΟΟΜ ΤΡΙΣΑΘΛΙΟ!!!! ΚΑΙ ΑΝΥΠΑΡΚΤΟ!!!!ΒΓΑΙΝΟΥΝ ΘΟΛΕΣ ΟΙ ΦΩΤΟΓΡΑΦΙΕΣ. ΕΝΑ ΚΙΝΗΤΟ ΑΠΛΗΣ ΧΡΗΣΗΣ ΒΓΑΖΕΙ ΠΟΛΥ ΚΑΛΥΤΕΡΕΣ ...Διαβάστε ΠερισσότεραΦΩΤΟΓΡΑΦΙΕΣ. ΕΙΛΙΚΡΙΝΑ ΛΥΠΑΜΑΙ ΠΑΡΑ ΠΟΛΥ ΓΙΑ ΤΗΝ ΕΠΙΛΟΓΗ ΜΟΥ!!! Διαβάστε Λιγότερα
5, ΠΟΛΥ ΚΑΛΟ 
3," Στο πρόσωπο κάνει αρκετά καλό ξύρισμα. Το πρόβλημα είναι στην περιοχή του λαιμού: Αφήνει κάποιες περιοχές με διαφορετικό μήκος και αν δοκιμάσετε να επιμείνετε καταλήγετε με ερεθισμούς. Γενικά αν ψάχνετε το βαθύ ξύρισμα που κάνετε με το ξυραφάκι, αυτή η συσκευή δεν συνίσταται. "
5, Είναι καταπληκτικό! 
4, Θά προτιμούσα για τις φαβορίτες νά ειναι ενσωματομένο στήν μηχανή καί οχι χωριστ'α. Εχω επίσης την Philips arcitec οποία εχει την κοπή για φαβορίτες επάνω στή μηχανή. Πάντως ειναι καλή μηχανή. 
5," Την θεωρώ Κορυφαία ηλεκτρική ξυριστική μηχανή υψηλών προδιαγραφών θα έλεγα, προσφέρει ένα τέλειο βαθύ ξύρισμα. "
4, Πολύ κοντά στο άριστα! 
5, Το πιο βαθύ ξύρισμα με ξυριστικη μηχανή 
4, καλή ισορροπία τιμής / αξίας 
3, Ακριβη για αυτο που προσφερει 
5, . 
4," Πολυ καλος φακος, καλο zoom, διαρκεια μπαταριας και ποιοτητα βιντεο. "
5, Εξαιρετικη!! 
5, Πολύ καλή εξυπηρέτηση 
4, ολα καλα δεν εχει ποιλυ zoom ομως 
5, Μεχρι στιγμης πολυ ευχαριστημενη! 
5, super 
5," Πολλές ρυθμίσεις για χειροκίνητη και αυτόματη λήψη, δυνατό ζουμ, εξαιρετική ποιότητα φωτογραφίας. Τα πλήκτρα μόνο είναι λίγο μικρά και δύσκολα να τα εντοπίσεις με την αφή στο σκοτάδι. Η τιμή επίσης πολύ καλή (319 ευρώ σε προσφορά). "
5," Ελαφριά, εύκολη στη χρήση και πολύ ποιοτική. Είδικά στη τιμή προσφοράς δεν υπάρχεί τίποτα καλύτερο. "
4, Ο φακός που φοράει η μηχανή είναι χωρίς σταθεροποιητή. Καλύτερα να αγοραστεί με έναν φακό με σταθεροποιητή. Ο φακός που φοράει εστιάζει με θόρυβο κατά την εγγραφή βίντεο και ο οποίος ακούγεται στην αναπαραγωγή. Ότι πρέπει για πρώτη μηχανή 
4, ΕΙΝΑΙ ΠΟΛΥ ΚΑΛΗ ΦΩΤΟΓΡΑΦΙΚΗ ΚΑΙ ΣΕ ΚΑΛΗ ΤΙΜΗ ΤΟ ΜΟΝΟ ΑΡΝΙΤΗΚΟ ΓΙΑ ΜΕΝΑ ΕΙΝΑΙ ΟΤΙ ΔΕΝ ΤΥΠΟΝΕΤΑΙ Η ΗΜΕΡΟΜΙΝΗΑ ΣΤΗ ΦΟΤΟΓΡΑΦΙΑ 
4," Πάρα πολύ καλή φωτ μηχανή σ'όλα. Μόνο με δυσκολεύει στην σύνδεση με το smartphone μέσω της εφαρμογής της Nikon WMU, διότι άλλοτε συνδέεται και άλλοτε όχι. Βέβαια όταν την μάθω καλά θα συμπληρώσω την κριτική. "
5," Οτι καλιτερο σ αυτη την κατηγορια,εχει ολο το πακετο για καποιον που περναει μετα απο 15 χρονια απ τις compact σε dslr . "
