stars,text
5, Το αγόρασα στα 161 ευρώ. Πολύ καλό για τα λεφτά του. 
5, Excellent!! 
4, Το έχω κάνει δώρο στον αδελφό μου και το επεξεργάζεται ακόμα.Παει να πει ότι κάνει την δουλειά του αξίζει να ψάχνεις για καλά εργαλεία το συνιστώ κι ευχαριστώ πολύ. 
5, Σε γενικά πλαίσια είναι πολύ καλό μοναδικό μειονεκτημα μικρός αποθηκευτικος χώρος!! 
5, Το tablet mls με android & windows είναι πολύ καλύτερο από ότι περίμενα και σε πολύ καλη τιμη . Δεν έχει να ζηλέψει κάτι από Samsung 
4, καλη 
4," Εύχρηστο και με πολλές δυνατότητες για τον μέσο χρήστη και όχι μόνο.Διπλό λειτουργικό, που σου δίνει την δυνατότητα να έχεις κινητό με μεγάλη οθόνη αλλά και laptop για άλλες εργασίες.Καλό μέγεθος πληκτρολογίου. Ικανοποιημένη από την αγορά σε σχέση με την τιμή του. "
2, Κολλάνε πολύ οι εφαρμογές και οι ρυθμίσεις του τηλεφώνου. Πολλές φορές χρειάζεται επανεκκίνηση για να επανέλθει στη φυσιολογική του λειτουργία. 
2, Για τα λεφτά που το αγόρασα 145e μια χαρά αλλά βρήκα κάποια θεματακια... Δεν διαβάζει εξωτερικό σκληρό δίσκο αυτό είναι το χειρότερο διαβάζει μόνο usb stick ... Η αλλαγή από το ένα λογισμικό στο άλλο είναι πολύ αργή.. Ανοιγει αμέσως μόνο τα Windows..... 
5, πολυ καλο 
5, Διαθέτει επένδυση και θήκες εσωτερικά. Εξωτερική θήκη με φερμουάρ και θήκη για μπουκάλι. Ευχαριστημένη με την ποιότητα και την τιμή προσφοράς οκτώ ευρώ 
4, Καλό 
5, Μας δούλεψε πολύ καλά στο laptop... 
5, Ειμαι πολυ ευχαριστημενος ! 
5, Γνήσιος μετασχηματιστής Asus σε εξαιρετική τιμή. 
1," Ενώ σύμφωνα με τον τεχνικό της εταιρείας σας (κατάστημα Κοραή), λειτουργεί και είναι συμβατό με τον υπολογιστή, τελικά δεν τον ενεργοποεί. "
5, ΠΟΛΥ ΚΑΛΟ 
5, Άψογο 
5," μια χαρα ο φορτιστης για το λαπτοπ, ευχαριστω "
5, πολυ καλο 
5, ΑΠΑΡΑΔΑΙΚΤΗ ΕΞΥΠΗΡΕΤΗΣΗ 
5, Δουλεύει μια χαρά μέχρι τώρα ! Δεν έχω κάποιο πρόβλημα . 
4, Πολυ καλο για την κατηγορια 
3, Μέτριο 
4, Το προϊόν είναι ικανοποιητικό. Η επικοινωνία σχετικά παράδοση του προϊόντος δεν ήταν ικανοποιητική (ειδοποιήθηκα ότι θα παραδοθεί Σάββατο και παραδόθηκε Δευτέρα) 
5, πολύ καλό 
5," Η AMD έκανε κ πάλι το θαύμα της.Ειναι ένα πολύ καλό φορητό με μέτρια βέβαια οθόνη ως προς την ανάλυση , όμως , έχει ένα δυνατό επεξεργαστή πολύ καλύτερο ακόμη κ απ' τον i5 7200 κ σε πολύ καλή τιμή.... φυσικά κ θα το πρότεινα σε φίλο μου. "
3," Το προϊόν για τα δεδομένα του είναι μια χαρά. Εάν εξαιρέσουμε τον σκληρό δίσκο που κρασαρι και κολλάει , πράγμα το οποίο πιστεύω ότι σε λιγότερο από 1 χρόνο θα χρειαστώ αντικατάσταση του σκληρού. "
5, Είμαι πολύ ευχαριστημένος. 
5," Ικανοποιητικό, δεν αντιμετώπισα κάποιο πρόβλημα. "
5, Πολύ καλό κ χρήσιμο. Το βασικό είναι ότι είστε το μοναδικό ελληνικό κατάστημα που το έχει. 
5," Πολύ πρακτικό, όμορφο, αξίζει τα λεφτά του. "
5," Ότι πρέπει. Το υλικό κατασκευής δείχνει ότι θα αντέχει. Για το φερμουάρ που έχω διαβάσει ότι χαλάει , θα δείξει... "
5, Πολύ καλή ποιότητα κατασκευής 
4," το προιον ηταν αψογο, η διαδικασια αγορας ευκολη, η παραδοση εγινε (αν αι στηνΑθηνα την 4η ημερα) "
3," Καλό, αλλά χρειάστηκε να αλλάξω όλο το λειτουργικό σύστημα του netbook. Τα windows S ήταν πρακτικά άχρηστα και θέλουν προσοχή στην αλλαγή, καθώς αυτά αναβαθμίζονται απευθείας σε windows S Pro. Η σχετικά χαμηλή τιμή δικαιολογεί την ταλαιπωρία. "
5, Καλο 
5, value for money ! 
5, Πολύ ικανοποιημένη 
4, Σε γενικές γραμμές θέλαμε ένα οικονομικό laptop για οικιακή χρήση και καλύπτει τις απαιτήσεις μας. 
4, Σχετικά ικανοποιημένος ! 
4, Πολυ καλο 
1, Απαράδεκτη οθόνη για τα λεφτά του. Υπόλοιπα χαρακτηριστικά καλά. 
5, ! 
1, Το λαπτοπ σερνότανε και ήδη το έχω στείλει στο service μη έχοντας χρησιμοποιηθεί ούτε 4 φορές και μη έχοντας βάλει κανένα πρόγραμμα επάνω. 
4, Πολύ Καλό 
4, Είναι λίγο αργός. 
3," Η οθόνη έχει ωραία χρωματα. Το πληκτρολόγιο είναι καλής ποιότητας. Αλλά, έχει και κάποια μειονεκτηματα. Η μπαταρία κρατάει γύρω στις τρεις ώρες, δεν είναι για απαιτητική χρήση και όταν το ανοίγω αργεί να φορτώσει. "
3," Εμφανισιακά ξεχωρίζει, η οθόνη του θα σας αφήσει απόλυτα ικανοποιημένους με τα χρώματα του και το πληκτρολόγιο του είναι από τα καλύτερα που έχω δει. Δίσκο 1TB. Όμως τα Windows 10 όσο εύχρηστα και να είναι ""βαραίνουν"" πολύ τον υπολογιστή οπότε μην περιμένετε τρελές ταχύτητες. Για μια απλή οικιακή χρήση είναι μια χαρά. Ενδεχομένως με πιο ""ελαφριά"" ...Διαβάστε ΠερισσότεραWindows να τρέχει καλύτερα, ξανά λέω τα κολλήματα του δεν τα αποφεύγετε. Διαβάστε Λιγότερα"
2," σουπερ οθονη πολυ ωραια χρωματα ποιοτικη κατασκευη,αλλα,,,,,απιστευτα αργο.δεν το συνηστο για αγορα,μονο με αναβαθμηση οπως εκανα και εγω "
2, Πολύ αργό προς το παρόν αυτό!!! 
1, Poli argo 
1, Πολύ αργό και κολλάει συνεχώς από την πρώτη μέρα απόκτησης 
3, Για το μικρό χρονικό διάστημα που το έχουμε και για οικιακή χρήση είναι καλό. το μόνο αρνητικό που παρατήρησα είναι ότι η μπαταρία του είναι εσωτερικά. 
5, Η εξυπηρέτηση του υπαλλήλου ηταν άψογη. Ηταν πλήρως καταρτισμενος και απολυτα βοηθητικος για το προϊόν που έψαχνα. Οι συμβουλές του με οδήγησαν στην αγορα ενος προϊόντος που ηταν ακριβώς για εμένα. Ακριβής ημερομηνια παράδοσης χωρις καθυστερήσεις. Το μηχάνημα λειτουργεί εξαιρετικά ηρθε σε πολυ καλη κατασταση. αΟλο το προσωπικο εξαιρετικά ευγενικό ...Διαβάστε Περισσότερακαι επίσης βοηθητικό. Σιγουρα τις αγορες μου θα συνεχίσω να τις κάνω απο το κατάστημα σας!!! Ευχαριστω Διαβάστε Λιγότερα
5, εξεραιτικα γρηγορο και πολυ χαμηλη τιμη 
5, 5 
4, Πολύ πρακτικό για την τιμή του. 
4, πολύ καλό 
2, ΚΑΤΩ ΤΟΥ ΜΕΤΡΙΟΥ 
3," Με την καινούρια μπαταρία, ο υπολογιστής ""κρατάει"" 1.5 ώρα. Με την αυθεντική κρατούσε 3.5 "
1, Μπαταρία χωρίς μνήμη. Δεν σε προειδοποιεί όταν τελειώνει. Αναγκαστικά θα αγοράσω την προτότυπη. 
3, Το προϊόν που ήρθε δεν εχει καμία ομοιότητα με το προιον που παράγγειλα απο τη φωτογραφία. 
5, Καταπληκτικό τέλειο κ είμαι πολύ ευχαριστημένη πάρα πολύ καλό 
5, Ειναι πολυ καλη συσκευή και αμα του βαλεις και ssd θα ειναι τέλεια. 
4," Τρομερό μηχάνημα που αδικείται απο την απουσία ssd δίσκου!!! Άθλια εξυπηρέτηση στον Κωτσοβολο Ευκαρπίας απο όπου το αγόρασα,τόσο στο τμήμα πωλήσεων όσο και στο ταμείο!!!!!! "
5, Η καλυτερη δυνατη επιλογη που θα μπορουσα να κανω αψογο laptop 
5, πολύ καλο 
5, ΑΡΙΣΤΟ 
3, ειναι αρκετα αργο ισως λογω του antivirus που ειναι προεγκατεστημενο 
5, ΤΕΛΙΚΑ ΔΕΝ ΧΡΕΙΑΖΟΝΤΑΙ 200 ΕΥΡΩ ΓΙΑ ΝΑ ΑΛΛΑΞΕΙΣ ΜΠΑΤΑΡΙΑ. ΤΟ ΚΑΝΕΙΣ ΜΕ 30! 
5," Εξαιρετικο προιον, αου δινει τεραστια αυτονομια για εργασια οπουδηποτε. "
5, πολύ χρήσιμο 
3," Καλό προϊόν. Εφαρμόζει σωστά. Δεν ξέρω πόσο προστατεύει δεδομένου ότι δεν μου έχει πέσει. Είναι αρκετά βαρύ αλλά γενικώς βολεύει αν θέλει κάποιος να το χρησιμοποιεί σαν μικρό notebook. Εγώ που σαν tablet δεν το χρησιμοποιούσα ιδιαίτερα, η θήκη με βόλεψε στο να του αλλάξω ""χρήση"" και να το χρησιμοποιώ πλέον περισσότερο. Προφανώς δεν είναι κανονικού...Διαβάστε Περισσότερα μεγέθους πληκτρολόγιο αλλά γίνεται η πληκτρολόγηση σχετικά άνετα. Σχετικά όμως! Συνολικά το θεωρώ αναβάθμιση για κάποιον που το θέλει για να το παίρνει σε ταξίδια κ.λπ. Διαβάστε Λιγότερα"
5," Εξαιρετικός σχεδιασμός, αρκετά λειτουργικό "
5, Λειτουργεί μια χαρά... 
1, ? 
5, Παρα πολυ καλο 
