stars,text
4, Οι μεταφορείς ήταν εξυπηρετικότατοι.  Μέχρι στιγμής κανένα πρόβλημα με την λειτουργία του ψυγείου. Μόνο η πόρτα της ψύξης δεν κλείνει αυτόματα και θέλει σπρώξιμο. 
4," ΠΡΟΣΦΑΤΗ ΑΓΟΡΑ, ΠΡΟΣ ΤΟ ΠΑΡΟΝ ΠΟΛΥ ΚΑΛΟ "
5, Πολύ καλή ψύξη και στην συντήρηση και στον καταψύκτη 
4," Προς το παρόν, μετά από σχεδόν 1 μήνα χρήσης δεν έχω κάποιο παράπονο από το εν λόγω ψυγείο. Εμφανισιακά είναι πολύ ωραίο (θα ήταν τέλειο αν και οι πλαϊνές πλευρές ήταν πραγματικό inox μέταλλο όπως η πρόσοψη και όχι βαμμένο), λειτουργικά φαίνεται μια χαρά και ο θόρυβος που κάνει είναι σε ανεκτά επίπεδα. Για τα λεφτά του (429€) είναι μια χαρά σε γεν...Διαβάστε Περισσότεραικές γραμμές. Διαβάστε Λιγότερα"
5, Τέλεια ψύξη 
5, ελπιζω να ειναι και μηχανικα το ιδιο καλο 
5," Πολύ καλό και οικονομικό ψυγείο με προσεγμένο σχεδιασμό και πολύ καλή κατασκευή! Έξυπνα και λειτουργικά τα ράφια για τα λαχανικά, το κρέας και το ψάρι! Δεν είναι κάτι ιδιαίτερο σε χώρους είτε στην ψύξη είτε στην κατάψυξη! "
4, 4 αστέρια γιατί κάνει κάποιο θόρυβο όταν θέλει να ανακτήσει θερμοκρασία. Κατά τα λοιπά σε ψύξη και συντήρηση πάρα πολύ καλό. 
5, Εξαιρετικό 
5, Τέλειος φωτισμός στο εσωτερικό...το βρυσάκι βολεύει αφάνταστα. 
5," ΤΟ ΑΓΟΡΑΣΑ ΠΡΙΝ ΑΠΟ ΕΝΑ ΜΗΝΑ ΣΤΑ 420 ΕΥΡΩ(ΜΕ ΠΑΖΑΡΙ), ΟΙ ''ΠΡΩΤΕΣ'' ΕΚΤΙΜΗΣΕΙΣ ΑΠΟ ΤΗΝ ΧΡΗΣΗ ΤΟΥ ΨΥΓΕΙΟΥ ΕΙΝΑΙ ΕΞΑΙΡΕΤΙΚΕΣ. ΑΘΟΡΥΒΟ ΣΤΗ ΛΕΙΤΟΥΡΓΙΑ,ΠΟΛΥ ΚΑΛΗ ΠΟΙΟΤΗΤΑ ΠΛΑΣΤΙΚΩΝ ΑΛΛΑ & ΜΕΤΑΛΛΙΚΩΝ ΜΕΡΩΝ,ΑΚΡΙΒΕΙΑ ΣΤΗ ΡΥΘΜΙΣΗ ΤΗΣ ΘΕΡΜΟΚΡΑΣΙΑΣ ΤΟΣΟ ΤΗΣ ΣΥΝΤΗΡΗΣΗΣ ΟΣΟ & ΤΗΣ ΚΑΤΑΨΥΞΗΣ(ΑΠΟΚΛΙΣΗ 1*c).ΤΟ ΒΡΥΣΑΚΙ ΠΟΛΥ ΒΟΛΙΚΟ.ΘΑ ΗΘΕΛΑ ΝΑ ΕΙΧΕ & ΘΥΡ...Διαβάστε ΠερισσότεραΙΔΑ ΣΤΗΝ ΚΑΤΑΨΥΞΗ ΓΙΑ ΠΑΓΑΚΙΑ. Διαβάστε Λιγότερα"
5," Γενικά είναι όμορφο, αρκετά αθόρυβο και αγοράστηκε σε απίστευτη τιμή από τον Κωτσοβολο..στα 369€... "
5, Απιθανο σε.ολα 
5, Πολύ καλό για τα λεφτά του 
5, Πολύ καλή σχέση ποιότητας τιμής. Πολύ καλό προϊόν. 
5, Πολύ καλό.. 
5, Πάρα πολύ καλό! 
5, Great value for money and even better than that 
5, ΠΑΡΑ ΠΟΛΥ ΚΑΛΟ. 
5, Αξίζει τα λεφτά του. 
5, Πολύ ωραία 
5, Το έχω δύο εβδομάδες. Πολύ καλούς χώρους . Πολύ καλή κατανομή. Μεγάλη κατάψυξη. Δεν άφηνει εύκολα δακτυλιες. Πολύ καλή εξυπηρέτηση από το κατάστημα και από την διανομή. 
5," Πολύ καλό, με μεγάλους αποθηκευτικους χωρους "
4," πολύ καλή εξυπηρέτηση, εκ μέρους της εταιρείας. Το ψυγείο,αν και δεν έχει περάσει, αρκετός χρόνος από την αγορά του,  έχει άψογη λητουργεική συμπεριφορά. "
4," Τα θετικά της αγοράς ... πριν το αγοράσω. Η τιμή του που ήταν κοντά στα 500€. Η ενεργειακή κλάση Α+++ που υπόσχεται οικονομία σε βάθος χρόνου. Η τεχνολογία του συμπιεστή με τα 10 χρόνια εγγύηση. Ο χαμηλός θόρυβος.  Τα θετικά ... μετά την αγορά Πολύ ωραία ψύξη, σου αφήνει μια αίσθηση φρεσκάδας πολύ καλύτερη από το ψυγείο...Διαβάστε Περισσότερα δεκαετίας που αντικατέστησε!  Χαμηλός θόρυβος χωρίς την φασαρία του σταμάτα - ξεκίνα του παλαιού ψυγείου ! Όμορφο εμπρός μέρος και κλειστό πίσω μέρος.  Τα αρνητικά ... μετά την αγορά. Το παρέλαβα με ένα μικρό χτύπημα στο πλάι και με στραβά κουμπωμένο ένα καπάκι που έχει στην οροφή (το αντιλήφθηκα αργότερα). Το υλικό κατασκευής στα πλαϊνά του τοιχώματα δεν φαίνεται πολύ ποιοτικό και από την μία μεριά έχει ένα ελαφρύ ""φούσκωμα"" . Τα πλαστικά συρτάρια δεν εφαρμόζουν τέλεια (κατά την γνώμη μου).  Η προσωπική μου άποψη είναι ότι τα θετικά στοιχεία υπερτερούν των αρνητικών (τα οποία πιθανόν να αφορούν μόνο το ψυγείο που παρέλαβα εγώ). Το ζητούμενο πλέον είναι η σωστή λειτουργία σε βάθος χρόνου. Διαβάστε Λιγότερα"
5, Πολυ καλο ψυγειο συντηρει τα τροφιμα αψογα! 
5, Πάρα πολύ καλό προϊόν 
5, Άψογη από κάθε άποψη. 
5, Προς το παρόν εξαιρετικό χωρίς κανένα πρόβλημα. 
4," Πολύ καλή ψύξη, καλά κατανεμημένοι χώροι-ράφια, εμφανίσιμο. Θα το προτιμούσα λίγο μεγαλύτερο σε μήκος (με το ίδιο ύψος), ώστε να έχει περισσότερο χώρο για τρόφιμα. "
4, Μικροι χωροι 
5, Πολύ καλό ψυγείο θα ήθελα πιο δυνατό φωτισμό. 
5," Πολύ καλό, αθόρυβο, πολύ καλή ψύξη, αρκετά μεγάλο για τις διαστάσεις του, ωραίο design. "
5," Ωραίος σχεδιασμός, καλή ψύξη, αθόρυβο το μόνο που μένει είναι να δούμε και κατά πόσο αξιόπιστο είναι σαν συσκευή αλλά και αντοχή στον χρόνο. Μέχρι στιγμής ειμάντες πολύ ικανοποιήματος. "
4," Πολύ καλό μοτερ, θα μπορούσε να έχει καλύτερης ποιότητας πλαστικά "
5," Αθόρυβο, τέλεια ψύξη, χαμηλή κατανάλωση ρεύματος Α+++ "
5, Αγορά - αποστολή επαρχία και προϊόν 5 αστέρια. 
5, πολύ καλή επιλογή. σχέση τιμής ποιότητας εξαιρετική 
5, Εξαιρετικό. 
3," 1.Το βρυσάκι νερού δεν είναι καθόλου πρακτικό, τρέχουν τα νερά κάτω όταν βγάλεις το ποτήρι. Οπότε κρίμα που τρώει τζάμπα πολύτιμο χώρο από την πόρτα του ψυγείου εσωτερικά.  2. Ως αποτέλεσμα του παραπάνω, στην πόρτα δεν μπορείς να βάλεις πάνω από 2 μπουκάλια νερού ή ποτά (δεν έχει ούτε ράφι για μπουκάλια) 3. Τα συρτάρια της κατάψυξης είναι ...Διαβάστε Περισσότερασχετικά μικρά. 4. Δεν έχει το ρηχό συρταράκι στην κατάψυξη για να βάζεις παγοκυψέλες. Πρέπει να τις έχεις χύμα μέσα σε κάποιο συρτάρι, οπότε κι άλλος χώρος χαραμίζεται. Διαβάστε Λιγότερα"
3, Κάνει πολύ θόρυβο και έχει περιορισμένη χωρητικότητα 
5," Τέλειο!! Μεγάλο, αθόρυβο ότι πρέπει για μια οικογένεια. "
5, Apla telio 
5," Πολύ καλό,αν και κάτοχος λιγότερο από ένα μήνα. Αθόρυβο (στα +) , καταλαμβάνει το δοχείο του νερού στην πόρτα πολύ χώρο γι'αυτο και το αφαίρεσα.... (στα -) "
5, Πολύ ευχαριστημένη. Παράδοση ήταν σε ένα χωριό. 
5, Σίγουρα vfm στην τιμή που το αγόρασα στα 335€ με προσφορά.! 
5, Πολύ καλή προσφορά !!! 
5, Για τα χρηματα του ειναι απιστευτο. το βρυσακι πιστευα θα στάζει με τοσα που διαβασα αλλα δουλεύει τέλεια και χωράει και αρκετο νερο και ας μην του φαίνεται. ψυξη-καταψυξη ολα τέλεια. 
5, Μέχρι σήμερα ( το αγόρασα περίπου πριν ένα μήνα με την προσφορά σας ) είναι άψογο. 
5, 4 1/2 stars 
4, Είναι πολύ καλό ψυγείο και έβαλα 4 αστέρια γιατί η εξωτερική επιφάνεια του είναι ινοξ μόνο στις πόρτες του και με φοβίζουν τα πλαστικά συρταρια του στην κατάψυξη μην μου σπάσουν..θέλουν προσοχή..και το πήρα στην προσφορά black Friday από 699€- 349€ 
5, Very happy & satisfied ;-) 
5, Πολύ καλό.... 
5, Δύσκολα βρίσκεις τέτοιο τεράστιο και ευρύχωρο ψυγείο με τα αντίστοιχα λεφτά... 
5, Πολύ καλο προϊον ειμαι πολύ ευχαριστημένη 
5, παρα πολυ καλο 
4, Σχέση κόστους και ποιότητας κατασκευής αρκετά καλά και δυνατό υπερβολικά στην γρήγορη ψυξη 
4, For this price you can take another known brands. 
5, Καλό ψυγείο αλλά το βρήκα σε άλλο γνωστό κατάστημα 150 ευρώ πιο φθηνό (χωρίς καμία υπερβολή και ακριβώς το ίδιο μοντέλο.) 
5, Πολύ καλό ψυγείο! Το έχω 1 μήνα και είμαι απόλυτα ικανοποιημένος! Αθόρυβο και παγώνει τα πάντα όσο πρέπει! Είτε συντήρηση είτε κατάψυξη! 
4, Ολα καλα εκτος απο το οτι ο φωτισμος Led αφηνει σκοτε 
5, Πολύ καλό 
4, Πρόβλημα με τα ....μπουκαλια 
5, Μέχρι τώρα αριστα 
4, Αρκετα καλο 
4," Ο τρόπος με τον οποίο διατηρεί την ψύξη δείχνει ότι είναι πολύ οικονομικό και κατά συνέπεια φιλικό στο περιβάλλον. Όμως κάποιες λεπτομέρειες, όπως πχ η ποιότητα των πλαστικών στην κατάψυξη όπου δημιουργούνται τα παγάκια, θα έπρεπε να είναι πολύ καλύτερη με αυτή την τιμή. Επίσης θα ήταν πρακτικό να υπήρχε ένα ράφι και στην πόρτα της κατάψυξης όπως ...Διαβάστε Περισσότεραείχε το παλιό μου ψυγείο. Διαβάστε Λιγότερα"
5, Τελειο 
5," Πολυ ευρυχωρο, εξαιρετικη συντηρηση στα τροφιμα ιδιαιτερα σε κρεατα φρουτα και λαχανικα σε ειδικους θαλαμους στη συντηρηση  Αρνητικο κανει ενα μικρο ενοχλητικο θορυβο που και που αλλα στην Κουζινα ειναι αμελητεος "
1, Χτυπημα στην δεξια πλαινη πλευρα του ψυγειου. 
5," Πολύ καλό, άνετοι χώροι, λειτουργικό και αθόρυβο. "
5," Έχω το ψυγείο ένα μήνα και έχω μείνει πολύ ευχαριστημένη. Έπιασε τη θερμοκρασία ψύξης πολύ γρήγορα. Εντελώς αθόρυβο και με άνετους λειτουργικούς χώρους. Πολύ βολικό το βρυσάκι, χωρίς να χρειάζεται υδραυλική σύνδεση. Προσοχή μόνο αν σκέφτεστε αλλαγή φοράς της πόρτας: Αν και υπάρχουν τα σχετικά εξαρτήματα στη συσκευασία, είναι ρίσκο αφού θα πρέπει ν...Διαβάστε Περισσότεραα μεταφερθεί και το καλώδιο που συνδέει το πάνελ ενδείξεων (είναι πάνω στην πόρτα) με την πλακέτα (στο πάνω μέρος). Εγώ δεν το ρίσκαρα να ξεβιδώσω το πάνω μέρος του ψυγείου για να έχω πρόσβαση στην πλακέτα. Καλύτερα να συνεννοηθείτε από πριν με το κατάστημα. Διαβάστε Λιγότερα"
5," Καλά υλικά κατασκευής μέσα- έξω και εξωτερικά δεν μένουν δακτυλιές. Πολύ ευρύχωρο και συμφωνα με τις προδιαγραφές του οικονομικής κλάσης. Κάνει λιγο θόρυβο 5"" ανα 3-4ώρες όταν σπάει τον πάγο, ένα παρατεταμένο σφύριγμα. Τιμή λιγο ακριβή, με 10χρονια εγγύηση. "
5," Για ακόμη μια φορά η LG απέδειξε την ποιότητα της. Αθόρυβο όντως. Δεν το περίμενα. Τόσο η συντήρηση όσο και η ψύξη λειτουργούν άψογα. Δεν έχω να προσθέσω κάτι άλλο, αν εξαιρέσεις την τιμούλα που είναι λίγο τσίμπημένη. "
5," Ικανοποιημένος από την αγορά, η LG εγγύηση για ότι παρέχει. "
5, Πολύ καλό! 
5," Πολύ αθόρυβο, οικονομικό με μεγάλη κατάψυξη.Ευχαριστημενος πάρα πολύ!! "
5," Αθόρυβο, ευρύχωρο και κατασκευασμένο με καλής ποιότητας υλικά. "
5," Εξαιρετικό, αθόρυβο, εργονομικό "
5," Αθόρυβο , κομψό, πολύ καλή ψύξη ακόμα και σε λειτουργία eco. "
5, ΑΡΙΣΤΟ 
5, 😁 
5," Πάρα πολύ καλό πολύ καλή ψύξη, αθόρυβο,πολύ χαμηλή κατανάλωση Το συνιστώ "
5," Το έχω 1,5 μήνα!μεχρι στιγμής έχω μείνει απόλυτα ικανοποιημένος.πανεμορφο,αθόρυβο και ποιοτικό! "
5," Με πολύ καλά χαρακτηριστικά, ευρύχωρο αλλά όχι για μια μεγάλη οικογένεια που γεμίζει ασφυκτικά το ψυγείο, ελαφρύ (εύκολο στο να μετακινηθεί). Αγοράστηκε με έκπτωση και η η σχέση τιμής//ποιότητας είναι καλή. Για την αρχική του τιμή θα έλεγα πως ήταν κάπως ακριβώς. "
5, Πολύ καλό για την τιμή του . Απογοήτευση μονό από την χώρα κατασκευής (Τουρκία ). Ελπίζω να μην βγάλει προβλήματα. 
5, Εξαιρετικό 
